alias,canonical_id,alias_type,confidence,source
Rosa Moschata Seed Oil,rosa_moschata_seed_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Rosa Multiflora Fruit Extract,rosa_multiflora_fruit_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Rosa Rugosa Flower Extract,rosa_rugosa_flower_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Rose Extract,rose_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Rose Flower Oil,rose_flower_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Rosmarinus Officinalis (Rosemary) Extract,rosmarinus_officinalis_rosemary_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Royal Jelly Extract,royal_jelly_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Rubus Chamaemorus Fruit Extract,rubus_chamaemorus_fruit_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Rubus Chamaemorus Seed Oil,rubus_chamaemorus_seed_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Rubus Fruticosus (Blackberry) Fruit Extract,rubus_fruticosus_blackberry_fruit_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Rubus Idaeus (Raspberry) Leaf Extract,rubus_idaeus_raspberry_leaf_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Rubus Idaeus (Raspberry) Seed Oil,rubus_idaeus_raspberry_seed_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Rubus Idaeus Leaf Cell Culture,rubus_idaeus_leaf_cell_culture,inci,high,KCIA 표준화명칭목록 2026-06-30
Saccharomyces/Copper Ferment,saccharomyces_copper_ferment,inci,high,KCIA 표준화명칭목록 2026-06-30
Saccharomyces/Iron Ferment,saccharomyces_iron_ferment,inci,high,KCIA 표준화명칭목록 2026-06-30
Saccharomyces/Magnesium Ferment,saccharomyces_magnesium_ferment,inci,high,KCIA 표준화명칭목록 2026-06-30
Saccharomyces/Rice Ferment Filtrate,saccharomyces_rice_ferment_filtrate,inci,high,KCIA 표준화명칭목록 2026-06-30
Saccharomyces/Silicon Ferment,saccharomyces_silicon_ferment,inci,high,KCIA 표준화명칭목록 2026-06-30
Saccharomyces/Xylinum/Black Tea Ferment,saccharomyces_xylinum_black_tea_ferment,inci,high,KCIA 표준화명칭목록 2026-06-30
Saccharomyces/Zinc Ferment,saccharomyces_zinc_ferment,inci,high,KCIA 표준화명칭목록 2026-06-30
Saccharomyces Cerevisiae Extract,saccharomyces_cerevisiae_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Saccharomyces Ferment,saccharomyces_ferment,inci,high,KCIA 표준화명칭목록 2026-06-30
Saccharomyces Ferment Lysate Filtrate,saccharomyces_ferment_lysate_filtrate,inci,high,KCIA 표준화명칭목록 2026-06-30
Safflower Glucoside,safflower_glucoside,inci,high,KCIA 표준화명칭목록 2026-06-30
Salicornia Herbacea Extract,salicornia_herbacea_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Salix Nigra (Willow) Bark Extract,salix_nigra_willow_bark_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Salvia Hispanica Seed Extract,salvia_hispanica_seed_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Salvia Officinalis (Sage) Oil,salvia_officinalis_sage_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Salvia Sclarea (Clary) Oil,salvia_sclarea_clary_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Sambucus Nigra Fruit Extract,sambucus_nigra_fruit_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Santalol,santalol,inci,high,KCIA 표준화명칭목록 2026-06-30
Santalum Album (Sandalwood) Oil,santalum_album_sandalwood_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Sapindus Mukorossi Fruit Extract,sapindus_mukorossi_fruit_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Saponaria Officinalis Leaf Extract,saponaria_officinalis_leaf_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Sarcosine,sarcosine,inci,high,KCIA 표준화명칭목록 2026-06-30
Sargassum Filipendula Extract,sargassum_filipendula_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Schinziophyton Rautanenii Kernel Oil,schinziophyton_rautanenii_kernel_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Sclareolide,sclareolide,inci,high,KCIA 표준화명칭목록 2026-06-30
Selaginella Lepidophylla Extract,selaginella_lepidophylla_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Serenoa Serrulata Fruit Extract,serenoa_serrulata_fruit_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Sericin,sericin,inci,high,KCIA 표준화명칭목록 2026-06-30
Sesamum Indicum (Sesame) Seed Oil,sesamum_indicum_sesame_seed_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
sh-Oligopeptide-1,sh_oligopeptide_1,inci,high,KCIA 표준화명칭목록 2026-06-30
sh-Oligopeptide-2,sh_oligopeptide_2,inci,high,KCIA 표준화명칭목록 2026-06-30
sh-Polypeptide-1,sh_polypeptide_1,inci,high,KCIA 표준화명칭목록 2026-06-30
sh-Polypeptide-11,sh_polypeptide_11,inci,high,KCIA 표준화명칭목록 2026-06-30
sh-Polypeptide-22,sh_polypeptide_22,inci,high,KCIA 표준화명칭목록 2026-06-30
sh-Polypeptide-3,sh_polypeptide_3,inci,high,KCIA 표준화명칭목록 2026-06-30
sh-Polypeptide-9,sh_polypeptide_9,inci,high,KCIA 표준화명칭목록 2026-06-30
Shea Butter Ethyl Esters,shea_butter_ethyl_esters,inci,high,KCIA 표준화명칭목록 2026-06-30
Shorea Robusta Resin,shorea_robusta_resin,inci,high,KCIA 표준화명칭목록 2026-06-30
Silanetriol,silanetriol,inci,high,KCIA 표준화명칭목록 2026-06-30
Silica Dimethicone Silylate,silica_dimethicone_silylate,inci,high,KCIA 표준화명칭목록 2026-06-30
Silicone Quaternium-16,silicone_quaternium_16,inci,high,KCIA 표준화명칭목록 2026-06-30
Silicone Quaternium-18,silicone_quaternium_18,inci,high,KCIA 표준화명칭목록 2026-06-30
Silicone Quaternium-22,silicone_quaternium_22,inci,high,KCIA 표준화명칭목록 2026-06-30
Silicone Quaternium-3,silicone_quaternium_3,inci,high,KCIA 표준화명칭목록 2026-06-30
Silicone Quaternium-8,silicone_quaternium_8,inci,high,KCIA 표준화명칭목록 2026-06-30
Silk Extract,silk_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Silybum Marianum Fruit Extract,silybum_marianum_fruit_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Simethicone,simethicone,inci,high,KCIA 표준화명칭목록 2026-06-30
Sisymbrium Irio Seed Oil,sisymbrium_irio_seed_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Snail Secretion Filtrate,snail_secretion_filtrate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Acrylates Copolymer,sodium_acrylates_copolymer,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Acrylates Crosspolymer-2,sodium_acrylates_crosspolymer_2,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Acrylic Acid/MA Copolymer,sodium_acrylic_acid_ma_copolymer,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Anisate,sodium_anisate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Benzotriazolyl Butylphenol Sulfonate,sodium_benzotriazolyl_butylphenol_sulfonate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Bicarbonate,sodium_bicarbonate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Bisulfite,sodium_bisulfite,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Carbomer,sodium_carbomer,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Carbonate,sodium_carbonate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Carrageenan,sodium_carrageenan,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Cetearyl Sulfate,sodium_cetearyl_sulfate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Cocoamphoacetate,sodium_cocoamphoacetate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Cocoate,sodium_cocoate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Cocoyl Alaninate,sodium_cocoyl_alaninate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Cocoyl Amino Acids,sodium_cocoyl_amino_acids,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Cocoyl Glycinate,sodium_cocoyl_glycinate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Dextran Sulfate,sodium_dextran_sulfate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Formate,sodium_formate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Glycolate,sodium_glycolate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Guaiazulene Sulfonate,sodium_guaiazulene_sulfonate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Hydrosulfite,sodium_hydrosulfite,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Isethionate,sodium_isethionate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Laurate,sodium_laurate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Laureth-12 Sulfate,sodium_laureth_12_sulfate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Lauroamphoacetate,sodium_lauroamphoacetate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Lauroyl Methylaminopropionate,sodium_lauroyl_methylaminopropionate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Lauroyl Methyl Isethionate,sodium_lauroyl_methyl_isethionate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Lauroyl Oat Amino Acids,sodium_lauroyl_oat_amino_acids,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Lauryl Glucose Carboxylate,sodium_lauryl_glucose_carboxylate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Lauryl Sulfate,sodium_lauryl_sulfate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Lauryl Sulfoacetate,sodium_lauryl_sulfoacetate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Metaphosphate,sodium_metaphosphate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Methyl Isethionate,sodium_methyl_isethionate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Methyl Oleoyl Taurate,sodium_methyl_oleoyl_taurate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Myristoyl Glutamate,sodium_myristoyl_glutamate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Palmitoyl Proline,sodium_palmitoyl_proline,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Palmitoyl Sarcosinate,sodium_palmitoyl_sarcosinate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Polyacrylate Starch,sodium_polyacrylate_starch,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Polystyrene Sulfonate,sodium_polystyrene_sulfonate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Potassium Aluminum Silicate,sodium_potassium_aluminum_silicate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Saccharin,sodium_saccharin,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Salicylate,sodium_salicylate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Sarcosinate,sodium_sarcosinate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Starch Octenylsuccinate,sodium_starch_octenylsuccinate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Stearate,sodium_stearate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Stearoyl Lactylate,sodium_stearoyl_lactylate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Sulfate,sodium_sulfate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Sulfite,sodium_sulfite,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Surfactin,sodium_surfactin,inci,high,KCIA 표준화명칭목록 2026-06-30
Sodium Xylenesulfonate,sodium_xylenesulfonate,inci,high,KCIA 표준화명칭목록 2026-06-30
Solanum Lycopersicum (Tomato) Fruit Extract,solanum_lycopersicum_tomato_fruit_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Solanum Melongena (Eggplant) Fruit Extract,solanum_melongena_eggplant_fruit_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Soluble Proteoglycan,soluble_proteoglycan,inci,high,KCIA 표준화명칭목록 2026-06-30
Sorbeth-230 Tetraoleate,sorbeth_230_tetraoleate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sorbeth-30 Tetraoleate,sorbeth_30_tetraoleate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sorbitan Caprylate,sorbitan_caprylate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sorbitan Laurate,sorbitan_laurate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sorbitan Oleate Decylglucoside Crosspolymer,sorbitan_oleate_decylglucoside_crosspolymer,inci,high,KCIA 표준화명칭목록 2026-06-30
Sorbitan Palmitate,sorbitan_palmitate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sorbitan Trioleate,sorbitan_trioleate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sorbitan Tristearate,sorbitan_tristearate,inci,high,KCIA 표준화명칭목록 2026-06-30
Soy Amino Acids,soy_amino_acids,inci,high,KCIA 표준화명칭목록 2026-06-30
Soy Isoflavones,soy_isoflavones,inci,high,KCIA 표준화명칭목록 2026-06-30
Sphingolipids,sphingolipids,inci,high,KCIA 표준화명칭목록 2026-06-30
Sphingomonas Ferment Extract,sphingomonas_ferment_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Spilanthes Acmella Flower Extract,spilanthes_acmella_flower_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Spinacia Oleracea (Spinach) Leaf Extract,spinacia_oleracea_spinach_leaf_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Spiraea Ulmaria Extract,spiraea_ulmaria_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Spirulina Maxima Extract,spirulina_platensis_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
Spirulina Platensis Extract,spirulina_platensis_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Squalene,squalene,inci,high,KCIA 표준화명칭목록 2026-06-30
Stearalkonium Bentonite,stearalkonium_bentonite,inci,high,KCIA 표준화명칭목록 2026-06-30
Stearalkonium Chloride,stearalkonium_chloride,inci,high,KCIA 표준화명칭목록 2026-06-30
Steareth-10,steareth_10,inci,high,KCIA 표준화명칭목록 2026-06-30
Steareth-2,steareth_2,inci,high,KCIA 표준화명칭목록 2026-06-30
Steareth-21,steareth_21,inci,high,KCIA 표준화명칭목록 2026-06-30
Steareth-6,steareth_6,inci,high,KCIA 표준화명칭목록 2026-06-30
Stearoxymethicone/Dimethicone Copolymer,stearoxymethicone_dimethicone_copolymer,inci,high,KCIA 표준화명칭목록 2026-06-30
Stearoyl Glutamic Acid,stearoyl_glutamic_acid,inci,high,KCIA 표준화명칭목록 2026-06-30
Steartrimonium Chloride,steartrimonium_chloride,inci,high,KCIA 표준화명칭목록 2026-06-30
Stearyl Caprylate,stearyl_caprylate,inci,high,KCIA 표준화명칭목록 2026-06-30
Stearyl Dimethicone,stearyl_dimethicone,inci,high,KCIA 표준화명칭목록 2026-06-30
Stearyl Heptanoate,stearyl_heptanoate,inci,high,KCIA 표준화명칭목록 2026-06-30
Stearyl Stearate,stearyl_stearate,inci,high,KCIA 표준화명칭목록 2026-06-30
Stellaria Media (Chickweed) Extract,stellaria_media_chickweed_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Stevioside,stevioside,inci,high,KCIA 표준화명칭목록 2026-06-30
Styrax Benzoin Resin Extract,styrax_benzoin_resin_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Styrene/Acrylates/Ammonium Methacrylate Copolymer,styrene_acrylates_ammonium_methacrylate_copolymer,inci,high,KCIA 표준화명칭목록 2026-06-30
Styrene/Acrylates Copolymer,styrene_acrylates_copolymer,inci,high,KCIA 표준화명칭목록 2026-06-30
Styrene/Butadiene Copolymer,styrene_butadiene_copolymer,inci,high,KCIA 표준화명칭목록 2026-06-30
Succinic Acid,succinic_acid,inci,high,KCIA 표준화명칭목록 2026-06-30
Succinoglycan,succinoglycan,inci,high,KCIA 표준화명칭목록 2026-06-30
Sucrose Cocoate,sucrose_cocoate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sucrose Distearate,sucrose_distearate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sucrose Laurate,sucrose_laurate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sucrose Palmitate,sucrose_palmitate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sucrose Stearate,sucrose_stearate,inci,high,KCIA 표준화명칭목록 2026-06-30
Sucrose Tetrastearate Triacetate,sucrose_tetrastearate_triacetate,inci,high,KCIA 표준화명칭목록 2026-06-30
Superoxide Dismutase,superoxide_dismutase,inci,high,KCIA 표준화명칭목록 2026-06-30
Synthetic Japan Wax,synthetic_japan_wax,inci,high,KCIA 표준화명칭목록 2026-06-30
t-Butyl Alcohol,t_butyl_alcohol,inci,high,KCIA 표준화명칭목록 2026-06-30
t-부틸알코올,t_butyl_alcohol,ko,high,KCIA 표준화명칭목록 2026-06-30
Tamarindus Indica Seed Gum,tamarindus_indica_seed_gum,inci,high,KCIA 표준화명칭목록 2026-06-30
Tamarindus Indica Seed Polysaccharide,tamarindus_indica_seed_polysaccharide,inci,high,KCIA 표준화명칭목록 2026-06-30
Tapioca Starch,tapioca_starch,inci,high,KCIA 표준화명칭목록 2026-06-30
Taurine,taurine,inci,high,KCIA 표준화명칭목록 2026-06-30
TBHQ,tbhq,inci,high,KCIA 표준화명칭목록 2026-06-30
Terephthalylidene Dicamphor Sulfonic Acid,terephthalylidene_dicamphor_sulfonic_acid,inci,high,KCIA 표준화명칭목록 2026-06-30
Terpinolene,terpinolene,inci,high,KCIA 표준화명칭목록 2026-06-30
Tetrachlorotetrabromofluorescein,tetrachlorotetrabromofluorescein,inci,high,KCIA 표준화명칭목록 2026-06-30
Tetradecene,tetradecene,inci,high,KCIA 표준화명칭목록 2026-06-30
Tetrahydrodiferuloylmethane,tetrahydrodiferuloylmethane,inci,high,KCIA 표준화명칭목록 2026-06-30
Tetrahydroxypropyl Ethylenediamine,tetrahydroxypropyl_ethylenediamine,inci,high,KCIA 표준화명칭목록 2026-06-30
Tetrasodium Etidronate,tetrasodium_etidronate,inci,high,KCIA 표준화명칭목록 2026-06-30
Tetrasodium Pyrophosphate,tetrasodium_pyrophosphate,inci,high,KCIA 표준화명칭목록 2026-06-30
Theobroma Cacao (Cocoa) Extract,theobroma_cacao_cocoa_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Theobroma Cacao (Cocoa) Seed Extract,theobroma_cacao_cocoa_seed_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Theobroma Grandiflorum Seed Butter,theobroma_grandiflorum_seed_butter,inci,high,KCIA 표준화명칭목록 2026-06-30
Thermus Thermophillus Ferment,thermus_thermophillus_ferment,inci,high,KCIA 표준화명칭목록 2026-06-30
Thiamine HCl,thiamine_hcl,inci,high,KCIA 표준화명칭목록 2026-06-30
Thioctic Acid,thioctic_acid,inci,high,KCIA 표준화명칭목록 2026-06-30
Thymus Vulgaris (Thyme) Extract,thymus_vulgaris_thyme_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Thymus Vulgaris (Thyme) Leaf Extract,thymus_vulgaris_thyme_leaf_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Titanium/Titanium Dioxide,titanium_titanium_dioxide,inci,high,KCIA 표준화명칭목록 2026-06-30
Tocopheryl Succinate,tocopheryl_succinate,inci,high,KCIA 표준화명칭목록 2026-06-30
Tocotrienols,tocotrienols,inci,high,KCIA 표준화명칭목록 2026-06-30
Tourmaline,tourmaline,inci,high,KCIA 표준화명칭목록 2026-06-30
Trametes Versicolor Extract,trametes_versicolor_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Tremella Fuciformis Polysaccharide,tremella_fuciformis_polysaccharide,inci,high,KCIA 표준화명칭목록 2026-06-30
Tri(Polyglyceryl-3/Lauryl) Hydrogenated Trilinoleate,tri_polyglyceryl_3_lauryl_hydrogenated_trilinoleate,inci,high,KCIA 표준화명칭목록 2026-06-30
Triacetin,triacetin,inci,high,KCIA 표준화명칭목록 2026-06-30
Tricaprylin,tricaprylin,inci,high,KCIA 표준화명칭목록 2026-06-30
Trideceth-10,trideceth_10,inci,high,KCIA 표준화명칭목록 2026-06-30
Trideceth-15,trideceth_15,inci,high,KCIA 표준화명칭목록 2026-06-30
Trideceth-3,trideceth_3,inci,high,KCIA 표준화명칭목록 2026-06-30
Trideceth-5,trideceth_5,inci,high,KCIA 표준화명칭목록 2026-06-30
Trideceth-6 Phosphate,trideceth_6_phosphate,inci,high,KCIA 표준화명칭목록 2026-06-30
Trideceth-9,trideceth_9,inci,high,KCIA 표준화명칭목록 2026-06-30
Tridecyl Salicylate,tridecyl_salicylate,inci,high,KCIA 표준화명칭목록 2026-06-30
Tridecyl Stearate,tridecyl_stearate,inci,high,KCIA 표준화명칭목록 2026-06-30
Triethoxysilylethyl Polydimethylsiloxyethyl Dimethicone,triethoxysilylethyl_polydimethylsiloxyethyl_dimethicone,inci,high,KCIA 표준화명칭목록 2026-06-30
Triethoxysilylethyl Polydimethylsiloxyethyl Hexyl Dimethicone,triethoxysilylethyl_polydimethylsiloxyethyl_hexyl_dimethicone,inci,high,KCIA 표준화명칭목록 2026-06-30
Triethylene Glycol,triethylene_glycol,inci,high,KCIA 표준화명칭목록 2026-06-30
Trifolium Pratense (Clover) Flower Extract,trifolium_pratense_clover_flower_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Trigonella Foenum-Graecum Seed Extract,trigonella_foenum_graecum_seed_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Triheptanoin,triheptanoin,inci,high,KCIA 표준화명칭목록 2026-06-30
Triisopropanolamine,triisopropanolamine,inci,high,KCIA 표준화명칭목록 2026-06-30
Triisostearyl Citrate,triisostearyl_citrate,inci,high,KCIA 표준화명칭목록 2026-06-30
Trimethylbenzenepropanol,trimethylbenzenepropanol,inci,high,KCIA 표준화명칭목록 2026-06-30
Trimethylcyclopentenyl Methylisopentenol,trimethylcyclopentenyl_methylisopentenol,inci,high,KCIA 표준화명칭목록 2026-06-30
Trimethylolpropane Tricaprylate/Tricaprate,trimethylolpropane_tricaprylate_tricaprate,inci,high,KCIA 표준화명칭목록 2026-06-30
Trimethylolpropane Triisostearate,trimethylolpropane_triisostearate,inci,high,KCIA 표준화명칭목록 2026-06-30
Trimethylpentanediol/Adipic Acid/Glycerin Crosspolymer,trimethylpentanediol_adipic_acid_glycerin_crosspolymer,inci,high,KCIA 표준화명칭목록 2026-06-30
Trimethyl Pentaphenyl Trisiloxane,trimethyl_pentaphenyl_trisiloxane,inci,high,KCIA 표준화명칭목록 2026-06-30
Trimethylsiloxyamodimethicone,trimethylsiloxyamodimethicone,inci,high,KCIA 표준화명칭목록 2026-06-30
Trimethylsiloxyphenyl Dimethicone,trimethylsiloxyphenyl_dimethicone,inci,high,KCIA 표준화명칭목록 2026-06-30
Triolein,triolein,inci,high,KCIA 표준화명칭목록 2026-06-30
Tris(Tetramethylhydroxypiperidinol) Citrate,tris_tetramethylhydroxypiperidinol_citrate,inci,high,KCIA 표준화명칭목록 2026-06-30
Trisodium EDTA,trisodium_edta,inci,high,KCIA 표준화명칭목록 2026-06-30
Trisodium HEDTA,trisodium_hedta,inci,high,KCIA 표준화명칭목록 2026-06-30
Triticum Vulgare (Wheat) Bran Extract,triticum_vulgare_wheat_bran_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Triticum Vulgare (Wheat) Germ Extract,triticum_vulgare_wheat_germ_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Triticum Vulgare (Wheat) Sprout Extract,triticum_vulgare_wheat_sprout_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Tropaeolum Majus Extract,tropaeolum_majus_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Tropaeolum Majus Flower/Leaf/Stem Extract,tropaeolum_majus_flower_leaf_stem_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Tropolone,tropolone,inci,high,KCIA 표준화명칭목록 2026-06-30
Tryptophan,tryptophan,inci,high,KCIA 표준화명칭목록 2026-06-30
Tuber Magnatum Extract,tuber_magnatum_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Ubiquinone,ubiquinone,inci,high,KCIA 표준화명칭목록 2026-06-30
Ultramarines,ultramarines,inci,high,KCIA 표준화명칭목록 2026-06-30
Undaria Pinnatifida Extract,undaria_pinnatifida_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Undecane,undecane,inci,high,KCIA 표준화명칭목록 2026-06-30
Undeceth-11,undeceth_11,inci,high,KCIA 표준화명칭목록 2026-06-30
Undeceth-5,undeceth_5,inci,high,KCIA 표준화명칭목록 2026-06-30
Urtica Dioica (Nettle) Leaf Extract,urtica_dioica_nettle_leaf_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Vaccinium Macrocarpon (Cranberry) Fruit Extract,vaccinium_macrocarpon_cranberry_fruit_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Vaccinium Macrocarpon (Cranberry) Seed Oil,vaccinium_macrocarpon_cranberry_seed_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Vaccinium Myrtillus Fruit Extract,vaccinium_myrtillus_fruit_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Vaccinium Myrtillus Leaf Extract,vaccinium_myrtillus_leaf_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Vaccinium Myrtillus Seed Oil,vaccinium_myrtillus_seed_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Vanilla Planifolia Fruit Extract,vanilla_planifolia_fruit_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Vanillyl Butyl Ether,vanillyl_butyl_ether,inci,high,KCIA 표준화명칭목록 2026-06-30
Vegetable Oil,vegetable_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Vetiveria Zizanioides Root Oil,vetiveria_zizanioides_root_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Vetiveria Zizanoides Root Oil,vetiveria_zizanioides_root_oil,synonym,high,KCIA 표준화명칭목록 2026-06-30
Vigna Angularis Seed Extract,vigna_angularis_seed_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Vigna Radiata Seed Extract,phaseolus_radiatus_seed_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
Vincetoxicum Atratum Extract,vincetoxicum_atratum_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Vinegar,vinegar,inci,high,KCIA 표준화명칭목록 2026-06-30
Vinyl Dimethicone,vinyl_dimethicone,inci,high,KCIA 표준화명칭목록 2026-06-30
Viola Mandshurica Flower Extract,viola_mandshurica_flower_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Vitis Vinifera (Grape) Fruit Extract,vitis_vinifera_grape_fruit_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Vitis Vinifera (Grape) Juice,vitis_vinifera_grape_juice,inci,high,KCIA 표준화명칭목록 2026-06-30
Vitis Vinifera (Grape) Juice Extract,vitis_vinifera_grape_juice_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Vitreoscilla Ferment,vitreoscilla_ferment,inci,high,KCIA 표준화명칭목록 2026-06-30
