ingredient_rank,ingredient_id,name_ko,name_en,product_count,cohort_source,score_status,active_effect_count,active_effect_ids,min_effect_score,max_effect_score,score_origins,human_approval_gate_used,full_text_gate_used
363,sodium_c14_16_olefin_sulfonate,소듐C14-16올레핀설포네이트,Sodium C14-16 Olefin Sulfonate,877,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
364,citrus_limon_lemon_fruit_extract,레몬추출물,Citrus Limon (Lemon) Fruit Extract,876,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
365,capryloyl_salicylic_acid,카프릴로일살리실릭애씨드,Capryloyl Salicylic Acid,874,new_466,score_active_new,2,effect_brightening|effect_wrinkle,50,50,ai_paper_override,N,N
366,polyglyceryl_6_polyricinoleate,폴리글리세릴-6폴리리시놀리에이트,Polyglyceryl-6 Polyricinoleate,874,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
367,eucalyptus_globulus_leaf_oil,유칼립투스잎오일,Eucalyptus Globulus Leaf Oil,866,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
368,cyanocobalamin,사이아노코발아민,Cyanocobalamin,865,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
369,dicaprylyl_ether,다이카프릴릴에터,Dicaprylyl Ether,861,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
370,peg_60_hydrogenated_castor_oil,피이지-60하이드로제네이티드캐스터오일,PEG-60 Hydrogenated Castor Oil,855,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
371,sodium_polyacryloyldimethyl_taurate,소듐폴리아크릴로일다이메틸타우레이트,Sodium Polyacryloyldimethyl Taurate,853,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
372,sodium_dna,소듐디엔에이,Sodium DNA,847,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
373,pullulan,풀루란,Pullulan,846,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
374,algin,알진,Algin,844,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
375,zea_mays_corn_starch,옥수수전분,Zea Mays (Corn) Starch,844,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
376,microcrystalline_cellulose,마이크로크리스탈린셀룰로오스,Microcrystalline Cellulose,841,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
377,biosaccharide_gum_1,바이오사카라이드검-1,Biosaccharide Gum-1,834,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
378,gardenia_florida_fruit_extract,치자추출물,Gardenia Florida Fruit Extract,832,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
379,fructooligosaccharides,프룩토올리고사카라이드,Fructooligosaccharides,827,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
380,synthetic_beeswax,합성비즈왁스,Synthetic Beeswax,827,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
381,propylparaben,프로필파라벤,Propylparaben,826,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
382,acacia_senegal_gum,아라비아고무나무검,Acacia Senegal Gum,824,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
383,ectoin,엑토인,Ectoin,823,new_466,score_active_new,1,effect_moisture_barrier,50,50,ai_paper_override,N,N
384,phenethyl_alcohol,페네틸알코올,Phenethyl Alcohol,823,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
385,salix_alba_willow_bark_extract,흰버드나무껍질추출물,Salix Alba (Willow) Bark Extract,821,new_466,score_active_new,1,effect_calming,33,33,official_function_prior,N,N
386,gluconolactone,글루코노락톤,Gluconolactone,818,new_466,score_active_new,2,effect_acne_sebum|effect_moisture_barrier,35,50,ai_paper_override,N,N
387,polyglyceryl_4_caprate,폴리글리세릴-4카프레이트,Polyglyceryl-4 Caprate,817,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
388,hydrolyzed_vegetable_protein_pg_propyl_silanetriol,하이드롤라이즈드식물성단백질피지-프로필실란트라이올,Hydrolyzed Vegetable Protein PG-Propyl Silanetriol,814,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
389,acetyl_glucosamine,아세틸글루코사민,Acetyl Glucosamine,802,new_466,score_active_new,1,effect_brightening,70,70,ai_paper_override,N,N
390,acetyl_hexapeptide_8,아세틸헥사펩타이드-8,Acetyl Hexapeptide-8,798,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
391,butylene_glycol_dicaprylate_dicaprate,부틸렌글라이콜다이카프릴레이트/다이카프레이트,Butylene Glycol Dicaprylate/Dicaprate,795,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
392,potassium_hyaluronate,포타슘하이알루로네이트,Potassium Hyaluronate,795,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
393,peg_9_polydimethylsiloxyethyl_dimethicone,피이지-9폴리다이메틸실록시에틸다이메티콘,PEG-9 Polydimethylsiloxyethyl Dimethicone,792,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
394,daucus_carota_sativa_carrot_root_extract,당근추출물,Daucus Carota Sativa (Carrot) Root Extract,790,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
395,acetic_acid,아세틱애씨드,Acetic Acid,788,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
396,euphorbia_cerifera_candelilla_wax,칸데릴라왁스,Euphorbia Cerifera (Candelilla) Wax,786,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
397,magnesium_myristate,마그네슘미리스테이트,Magnesium Myristate,786,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
398,leucine,류신,Leucine,783,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
399,dibutyl_adipate,다이부틸아디페이트,Dibutyl Adipate,779,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
400,hydroxypropyl_starch_phosphate,하이드록시프로필스타치포스페이트,Hydroxypropyl Starch Phosphate,779,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
401,hydrogenated_olive_oil_unsaponifiables,하이드로제네이티드올리브오일불검화물,Hydrogenated Olive Oil Unsaponifiables,777,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
402,sodium_lauroyl_lactylate,소듐라우로일락틸레이트,Sodium Lauroyl Lactylate,777,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
403,melaleuca_alternifolia_tea_tree_leaf_oil,티트리잎오일,Melaleuca Alternifolia (Tea Tree) Leaf Oil,773,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
405,brilliant_blue_fcf,청색1호,Brilliant Blue FCF,770,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
406,butylene_ethylene_styrene_copolymer,부틸렌/에틸렌/스타이렌코폴리머,Butylene/Ethylene/Styrene Copolymer,770,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
407,fructose,프룩토오스,Fructose,769,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
408,zingiber_officinale_ginger_root_extract,생강추출물,Zingiber Officinale (Ginger) Root Extract,768,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
409,chondrus_crispus_extract,아이리쉬모스추출물,Chondrus Crispus Extract,765,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
410,vp_eicosene_copolymer,브이피/에이코신코폴리머,VP/Eicosene Copolymer,765,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
411,polyglyceryl_10_stearate,폴리글리세릴-10스테아레이트,Polyglyceryl-10 Stearate,761,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
412,polyglutamic_acid,폴리글루타믹애씨드,Polyglutamic Acid,756,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
413,palmitoyl_tripeptide_5,팔미토일트라이펩타이드-5,Palmitoyl Tripeptide-5,752,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
414,tyrosine,타이로신,Tyrosine,752,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
415,zinc_oxide,징크옥사이드,Zinc Oxide,750,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
416,sodium_lauroyl_glutamate,소듐라우로일글루타메이트,Sodium Lauroyl Glutamate,745,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
417,3_o_ethyl_ascorbic_acid,3-O-에틸아스코빅애씨드,3-O-Ethyl Ascorbic Acid,742,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
418,aluminum_starch_octenylsuccinate,알루미늄전분옥테닐석시네이트,Aluminum Starch Octenylsuccinate,741,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
419,ppg_26_buteth_26,피피지-26-부테스-26,PPG-26-Buteth-26,740,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
420,prunus_armeniaca_apricot_kernel_oil,살구씨오일,Prunus Armeniaca (Apricot) Kernel Oil,739,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
421,hydrolyzed_glycosaminoglycans,하이드롤라이즈드글라이코사미노글리칸,Hydrolyzed Glycosaminoglycans,736,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
422,polyglyceryl_10_oleate,폴리글리세릴-10올리에이트,Polyglyceryl-10 Oleate,736,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
423,polyglyceryl_4_diisostearate_polyhydroxystearate_sebacate,폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스 테아레이트/세바케이트,Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate,734,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
424,oenothera_biennis_evening_primrose_oil,달맞이꽃오일,Oenothera Biennis (Evening Primrose) Oil,733,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
425,sodium_acrylate_sodium_acryloyldimethyl_taurate_copolymer,소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴 리머,Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,732,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
426,methionine,메티오닌,Methionine,728,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
427,vp_hexadecene_copolymer,브이피/헥사데센코폴리머,VP/Hexadecene Copolymer,724,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
428,copernicia_cerifera_carnauba_wax,카나우바왁스,Copernicia Cerifera (Carnauba) Wax,723,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
430,ammonium_polyacryloyldimethyl_taurate,암모늄폴리아크릴로일다이메틸타우레이트,Ammonium Polyacryloyldimethyl Taurate,717,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
431,geranyl_acetate,제라닐아세테이트,Geranyl Acetate,715,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
432,paeonia_lactiflora_root_extract,작약뿌리추출물,Paeonia Lactiflora Root Extract,711,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
433,sodium_lauroyl_sarcosinate,소듐라우로일사코시네이트,Sodium Lauroyl Sarcosinate,711,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
434,dimethyl_isosorbide,다이메틸아이소소바이드,Dimethyl Isosorbide,710,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
435,hydroxypropyl_guar_hydroxypropyltrimonium_chloride,하이드록시프로필구아하이드록시프로필트라이모늄클로라 이드,Hydroxypropyl Guar Hydroxypropyltrimonium Chloride,710,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
436,cetyl_palmitate,세틸팔미테이트,Cetyl Palmitate,709,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
437,polyglyceryl_3_methylglucose_distearate,폴리글리세릴-3메틸글루코오스다이스테아레이트,Polyglyceryl-3 Methylglucose Distearate,708,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
438,lactobacillus_ferment_lysate,락토바실러스발효용해물,Lactobacillus Ferment Lysate,705,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
439,propylene_glycol_dicaprylate_dicaprate,프로필렌글라이콜다이카프릴레이트/다이카프레이트,Propylene Glycol Dicaprylate/Dicaprate,698,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
440,helianthus_annuus_sunflower_seed_extract,해바라기씨추출물,Helianthus Annuus (Sunflower) Seed Extract,695,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
441,algae_extract,조류추출물,Algae Extract,693,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
442,tridecyl_trimellitate,트라이데실트라이멜리테이트,Tridecyl Trimellitate,692,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
443,vitis_vinifera_grape_fruit_extract,포도추출물,Vitis Vinifera (Grape) Fruit Extract,687,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
444,avena_sativa_oat_kernel_extract,귀리커넬추출물,Avena Sativa (Oat) Kernel Extract,682,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
445,diisopropyl_sebacate,다이아이소프로필세바케이트,Diisopropyl Sebacate,682,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
446,neopentyl_glycol_diheptanoate,네오펜틸글라이콜다이헵타노에이트,Neopentyl Glycol Diheptanoate,682,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
447,coccinia_indica_fruit_extract,아이비고드열매추출물,Coccinia Indica Fruit Extract,680,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
448,erythritol,에리스리톨,Erythritol,679,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
449,laminaria_saccharina_extract,슈가켈프추출물,Laminaria Saccharina Extract,677,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
450,solanum_melongena_eggplant_fruit_extract,가지열매추출물,Solanum Melongena (Eggplant) Fruit Extract,675,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
451,helianthus_annuus_sunflower_extract,해바라기추출물,Helianthus Annuus (Sunflower) Extract,671,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
452,citrullus_lanatus_watermelon_fruit_extract,수박추출물,Citrullus Lanatus (Watermelon) Fruit Extract,670,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
453,cocamidopropyl_hydroxysultaine,코카미도프로필하이드록시설테인,Cocamidopropyl Hydroxysultaine,668,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
454,trisodium_edta,트라이소듐이디티에이,Trisodium EDTA,668,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
455,bakuchiol,바쿠치올,Bakuchiol,666,new_466,score_active_new,4,effect_acne_sebum|effect_brightening|effect_moisture_barrier|effect_wrinkle,30,70,ai_paper_override|official_function_prior,N,N
456,polyacrylamide,폴리아크릴아마이드,Polyacrylamide,666,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
457,peg_8,피이지-8,PEG-8,665,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
458,methyl_gluceth_20,메틸글루세스-20,Methyl Gluceth-20,664,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
459,pogostemon_cablin_oil,광곽향오일,Pogostemon Cablin Oil,664,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
460,ficus_carica_fig_fruit_extract,무화과추출물,Ficus Carica (Fig) Fruit Extract,662,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
461,hydrolyzed_silk,하이드롤라이즈드실크,Hydrolyzed Silk,660,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
462,sodium_cocoyl_glutamate,소듐코코일글루타메이트,Sodium Cocoyl Glutamate,659,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
463,copper_tripeptide_1,카퍼트라이펩타이드-1,Copper Tripeptide-1,656,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
464,chamomilla_recutita_matricaria_flower_extract,마트리카리아꽃추출물,Chamomilla Recutita (Matricaria) Flower Extract,655,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
465,disodium_cocoamphodiacetate,다이소듐코코암포다이아세테이트,Disodium Cocoamphodiacetate,655,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
466,ethylene_propylene_styrene_copolymer,에틸렌/프로필렌/스타이렌코폴리머,Ethylene/Propylene/Styrene Copolymer,655,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
467,isopentyldiol,아이소펜틸다이올,Isopentyldiol,655,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
468,hibiscus_sabdariffa_flower_extract,히비스커스꽃추출물,Hibiscus Sabdariffa Flower Extract,654,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
469,benzyl_glycol,벤질글라이콜,Benzyl Glycol,652,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
470,disodium_laureth_sulfosuccinate,다이소듐라우레스설포석시네이트,Disodium Laureth Sulfosuccinate,651,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
471,glyceryl_glucoside,글리세릴글루코사이드,Glyceryl Glucoside,651,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
472,terpineol,터피네올,Terpineol,647,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
473,theobroma_cacao_cocoa_seed_extract,카카오씨추출물,Theobroma Cacao (Cocoa) Seed Extract,647,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
474,tridecane,트라이데케인,Tridecane,645,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
475,pantolactone,판토락톤,Pantolactone,643,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
476,cysteine,시스테인,Cysteine,641,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
477,barium_sulfate,바륨설페이트,Barium Sulfate,640,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
478,arachidyl_alcohol,아라키딜알코올,Arachidyl Alcohol,637,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
479,sodium_acetate,소듐아세테이트,Sodium Acetate,636,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
480,coffea_arabica_coffee_seed_extract,커피콩추출물,Coffea Arabica (Coffee) Seed Extract,635,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
481,laminaria_japonica_extract,다시마추출물,Laminaria Japonica Extract,634,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
482,vaccinium_angustifolium_blueberry_fruit_extract,로우스위트블루베리추출물,Vaccinium Angustifolium (Blueberry) Fruit Extract,632,new_466,score_active_new,2,effect_calming|effect_moisture_barrier,30,33,official_function_prior,N,N
483,oryza_sativa_rice_bran_oil,쌀겨오일,Oryza Sativa (Rice) Bran Oil,629,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
484,magnesium_ascorbyl_phosphate,마그네슘아스코빌포스페이트,Magnesium Ascorbyl Phosphate,626,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
485,polyquaternium_51,폴리쿼터늄-51,Polyquaternium-51,626,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
486,pentaerythrityl_tetraethylhexanoate,펜타에리스리틸테트라에틸헥사노에이트,Pentaerythrityl Tetraethylhexanoate,624,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
487,steareth_20,스테아레스-20,Steareth-20,623,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
488,diglycerin,다이글리세린,Diglycerin,618,new_466,score_active_new,1,effect_moisture_barrier,32,32,official_function_prior,N,N
489,aloe_barbadensis_leaf_juice_powder,알로에베라잎즙가루,Aloe Barbadensis Leaf Juice Powder,617,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
490,ethylene_propylene_copolymer,에틸렌/프로필렌코폴리머,Ethylene/Propylene Copolymer,616,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
491,c9_12_alkane,C9-12알케인,C9-12 Alkane,614,new_466,score_active_new,1,effect_moisture_barrier,30,30,official_function_prior,N,N
492,peg_ppg_18_18_dimethicone,피이지/피피지-18/18다이메티콘,PEG/PPG-18/18 Dimethicone,614,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
493,beeswax,비즈왁스,Beeswax,613,new_466,evaluated_no_six_axis_signal,0,,0,0,,N,N
