portfolio_rank,ingredient_id,name_ko,name_en,effect_id,effect_name,product_count,selection_policy,signal_strength,signal_functions,best_evidence_tier,best_signal_score,best_relation_scope,best_applicability,best_pmid,best_title,screening_status,review_status,score_change
170,pantolactone,판토락톤,Pantolactone,effect_moisture_barrier,보습·장벽,643,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
171,vaccinium_angustifolium_blueberry_fruit_extract,로우스위트블루베리추출물,Vaccinium Angustifolium (Blueberry) Fruit Extract,effect_calming,진정,632,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
171,vaccinium_angustifolium_blueberry_fruit_extract,로우스위트블루베리추출물,Vaccinium Angustifolium (Blueberry) Fruit Extract,effect_moisture_barrier,보습·장벽,632,human_topical_pubmed_required,medium,SKIN PROTECTING,,0,,,,,cosing_only,candidate_unverified,none
172,caprylyl_glycol,카프릴릴글라이콜,Caprylyl Glycol,effect_moisture_barrier,보습·장벽,21124,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
173,diglycerin,다이글리세린,Diglycerin,effect_moisture_barrier,보습·장벽,618,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
174,sucrose_laurate,수크로오스라우레이트,Sucrose Laurate,effect_moisture_barrier,보습·장벽,229,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,6,25,abstract_exact,mechanistic,25612540,Monitoring the distribution of surfactants in the stratum corneum by combined ATR-FTIR and tape-stripping experiments.,evidence_tier_6,candidate_unverified,none
175,cyclopentasiloxane,사이클로펜타실록세인,Cyclopentasiloxane,effect_moisture_barrier,보습·장벽,3191,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,8,10,abstract_exact,reference_only,36121393,Factors to control the alignment of surface-treated titanium dioxide powders to maximize performance of sunscreens.,evidence_tier_8,candidate_unverified,none
176,rhamnose,람노오스,Rhamnose,effect_moisture_barrier,보습·장벽,224,human_topical_pubmed_required,high,HUMECTANT,6,5,abstract_exact,route_mismatch,41532096,"Oral administration of Lacticaseibacillus rhamnosus HM126 alleviates DNFB-induced atopic dermatitis in BALB/c mice by modulating immunity, gut microbiota, and metabolites.",evidence_tier_6,candidate_unverified,none
177,saccharum_officinarum_sugarcane_extract,사탕수수추출물,Saccharum Officinarum (Sugarcane) Extract,effect_moisture_barrier,보습·장벽,529,human_topical_pubmed_required,high,MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
178,sodium_dilauramidoglutamide_lysine,소듐다이라우미도글루타미드라이신,Sodium Dilauramidoglutamide Lysine,effect_moisture_barrier,보습·장벽,510,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
179,pueraria_lobata_root_extract,칡뿌리추출물,Pueraria Lobata Root Extract,effect_moisture_barrier,보습·장벽,504,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
180,hydrogenated_starch_hydrolysate,하이드로제네이티드스타치하이드롤리세이트,Hydrogenated Starch Hydrolysate,effect_moisture_barrier,보습·장벽,497,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
181,peg_75,피이지-75,PEG-75,effect_moisture_barrier,보습·장벽,48,human_topical_pubmed_required,high,HUMECTANT,7,13,abstract_exact,combination_or_formulation,36577808,Film-Forming Properties of Topical Formulations for Skin and Hair: In Vivo and In Vitro Studies Using Biophysical and Imaging Techniques.,evidence_tier_7,candidate_unverified,none
182,sclerocarya_birrea_seed_oil,마룰라씨오일,Sclerocarya Birrea Seed Oil,effect_moisture_barrier,보습·장벽,459,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
183,salvia_officinalis_sage_leaf_extract,살비아잎추출물,Salvia Officinalis (Sage) Leaf Extract,effect_acne_sebum,여드름·피지,455,human_topical_pubmed_required,high,ANTI-SEBORRHEIC,,0,,,,,cosing_only,candidate_unverified,none
184,hydrogenated_polyisobutene,하이드로제네이티드폴리아이소부텐,Hydrogenated Polyisobutene,effect_moisture_barrier,보습·장벽,2614,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,8,10,title_exact,combination_or_formulation,19296892,Skin moisturization by hydrogenated polyisobutene--quantitative and visual evaluation.,evidence_tier_8,candidate_unverified,none
185,theobroma_cacao_cocoa_seed_butter,카카오씨버터,Theobroma Cacao (Cocoa) Seed Butter,effect_moisture_barrier,보습·장벽,901,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT+SKIN PROTECTING,6,16,abstract_exact,combination_or_formulation,42410212,Vegetable Butter-Based Nanocarriers: Do Nanoparticulation and Quercetin Loading Modulate In vitro Cellular Effects Involved in Wound Healing?,evidence_tier_6,candidate_unverified,none
186,punica_granatum_extract,석류나무추출물,Punica Granatum Extract,effect_moisture_barrier,보습·장벽,179,human_topical_pubmed_required,medium,SKIN PROTECTING,7,25,title_exact,mechanistic,40755496,"Photoprotective, Antioxidant and Anti-Inflammatory Effects of Aged Punica granatum Extract: In Vitro and In Vivo Insights.",evidence_tier_7,candidate_unverified,none
187,tremella_fuciformis_sporocarp_extract,흰목이버섯포자낭과추출물,Tremella Fuciformis Sporocarp Extract,effect_moisture_barrier,보습·장벽,421,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
188,prunus_persica_peach_fruit_extract,복숭아추출물,Prunus Persica (Peach) Fruit Extract,effect_moisture_barrier,보습·장벽,419,human_topical_pubmed_required,high,MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
189,rubus_idaeus_raspberry_fruit_extract,라즈베리추출물,Rubus Idaeus (Raspberry) Fruit Extract,effect_exfoliation,각질,399,human_topical_pubmed_required,high,KERATOLYTIC,,0,,,,,cosing_only,candidate_unverified,none
190,dimethylsilanol_hyaluronate,다이메틸실란올하이알루로네이트,Dimethylsilanol Hyaluronate,effect_moisture_barrier,보습·장벽,398,human_topical_pubmed_required,high,HUMECTANT+MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
191,coptis_japonica_extract,황련추출물,Coptis Japonica Extract,effect_acne_sebum,여드름·피지,378,human_topical_pubmed_required,high,ANTI-SEBORRHEIC,,0,,,,,cosing_only,candidate_unverified,none
192,vitis_vinifera_grape_seed_extract,포도씨추출물,Vitis Vinifera (Grape) Seed Extract,effect_acne_sebum,여드름·피지,371,human_topical_pubmed_required,high,ANTI-SEBORRHEIC,,0,,,,,cosing_only,candidate_unverified,none
192,vitis_vinifera_grape_seed_extract,포도씨추출물,Vitis Vinifera (Grape) Seed Extract,effect_moisture_barrier,보습·장벽,371,human_topical_pubmed_required,medium,SKIN PROTECTING,,0,,,,,cosing_only,candidate_unverified,none
193,camellia_sinensis_seed_oil,녹차씨오일,Camellia Sinensis Seed Oil,effect_moisture_barrier,보습·장벽,363,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
194,glucomannan,글루코만난,Glucomannan,effect_moisture_barrier,보습·장벽,150,human_topical_pubmed_required,medium,SKIN PROTECTING,6,25,abstract_exact,mechanistic,35100602,Common Cosmetic Compounds Can Reduce Air Pollution-Induced Oxidative Stress and Pro-Inflammatory Response in the Skin.,evidence_tier_6,candidate_unverified,none
195,bis_peg_18_methyl_ether_dimethyl_silane,비스-피이지-18메틸에터다이메틸실레인,Bis-PEG-18 Methyl Ether Dimethyl Silane,effect_moisture_barrier,보습·장벽,352,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
196,hamamelis_virginiana_witch_hazel_water,버지니아풍년화수,Hamamelis Virginiana (Witch Hazel) Water,effect_calming,진정,342,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
197,sodium_hyaluronate_dimethylsilanol,소듐하이알루로네이트다이메틸실란올,Sodium Hyaluronate Dimethylsilanol,effect_moisture_barrier,보습·장벽,342,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
198,tremella_fuciformis_mushroom_extract,흰목이버섯추출물,Tremella Fuciformis (Mushroom) Extract,effect_moisture_barrier,보습·장벽,328,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
199,acetyl_tetrapeptide_5,아세틸테트라펩타이드-5,Acetyl Tetrapeptide-5,effect_moisture_barrier,보습·장벽,326,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
200,terminalia_ferdinandiana_fruit_extract,카카두플럼추출물,Terminalia Ferdinandiana Fruit Extract,effect_brightening,미백·톤,323,direct_cosing_signal,high,BLEACHING,,0,,,,,cosing_only,candidate_unverified,none
201,acetyl_octapeptide_3,아세틸옥타펩타이드-3,Acetyl Octapeptide-3,effect_moisture_barrier,보습·장벽,308,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
202,sodium_polyaspartate,소듐폴리아스파테이트,Sodium Polyaspartate,effect_moisture_barrier,보습·장벽,290,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
203,triticum_vulgare_wheat_germ_oil,밀배아오일,Triticum Vulgare (Wheat) Germ Oil,effect_moisture_barrier,보습·장벽,286,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
204,myristyl_alcohol,미리스틸알코올,Myristyl Alcohol,effect_moisture_barrier,보습·장벽,576,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,6,16,abstract_exact,combination_or_formulation,12429475,Skin permeation enhancement effect and skin irritation of saturated fatty alcohols.,evidence_tier_6,candidate_unverified,none
205,capryloyl_glycine,카프릴로일글라이신,Capryloyl Glycine,effect_acne_sebum,여드름·피지,273,human_topical_pubmed_required,high,ANTI-SEBORRHEIC,,0,,,,,cosing_only,candidate_unverified,none
206,azulene,아줄렌,Azulene,effect_calming,진정,18,direct_cosing_signal,high,SOOTHING,8,15,title_exact,reference_only,38731510,Azulene and Its Derivatives as Potential Compounds in the Therapy of Dermatological and Anticancer Diseases: New Perspectives against the Backdrop of Current Research.,evidence_tier_8,candidate_unverified,none
207,hedera_helix_ivy_leaf_stem_extract,서양송악잎/줄기추출물,Hedera Helix (Ivy) Leaf/Stem Extract,effect_calming,진정,264,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
208,ethyl_vanillin,에틸바닐린,Ethyl Vanillin,effect_calming,진정,257,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
209,prunus_mume_fruit_extract,매실추출물,Prunus Mume Fruit Extract,effect_moisture_barrier,보습·장벽,252,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
210,cocos_nucifera_coconut_fruit_juice,코코넛야자열매즙,Cocos Nucifera (Coconut) Fruit Juice,effect_moisture_barrier,보습·장벽,248,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
211,fucus_vesiculosus_extract,블래더랙추출물,Fucus Vesiculosus Extract,effect_calming,진정,247,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
211,fucus_vesiculosus_extract,블래더랙추출물,Fucus Vesiculosus Extract,effect_moisture_barrier,보습·장벽,247,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
212,phytantriol,피탄트라이올,Phytantriol,effect_moisture_barrier,보습·장벽,239,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
213,wheat_amino_acids,밀아미노산,Wheat Amino Acids,effect_calming,진정,237,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
213,wheat_amino_acids,밀아미노산,Wheat Amino Acids,effect_moisture_barrier,보습·장벽,237,human_topical_pubmed_required,medium,SKIN PROTECTING,,0,,,,,cosing_only,candidate_unverified,none
214,achillea_millefolium_extract,서양톱풀추출물,Achillea Millefolium Extract,effect_acne_sebum,여드름·피지,229,human_topical_pubmed_required,high,ANTI-SEBORRHEIC,,0,,,,,cosing_only,candidate_unverified,none
214,achillea_millefolium_extract,서양톱풀추출물,Achillea Millefolium Extract,effect_calming,진정,229,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
215,glyceryl_behenate,글리세릴베헤네이트,Glyceryl Behenate,effect_moisture_barrier,보습·장벽,455,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,6,16,abstract_exact,combination_or_formulation,10799811,Vitamin A loaded solid lipid nanoparticles for topical use: occlusive properties and drug targeting to the upper skin.,evidence_tier_6,candidate_unverified,none
216,sucrose_stearate,수크로오스스테아레이트,Sucrose Stearate,effect_moisture_barrier,보습·장벽,455,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,6,16,abstract_exact,combination_or_formulation,27669200,Efficacy of Pre- and Post-Treatment by Topical Formulations Containing Dissolved and Suspended Silybum marianum against UVB-Induced Oxidative Stress in Guinea Pig and on HaCaT Keratinocytes.,evidence_tier_6,candidate_unverified,none
217,equisetum_arvense_extract,쇠뜨기추출물,Equisetum Arvense Extract,effect_calming,진정,222,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
217,equisetum_arvense_extract,쇠뜨기추출물,Equisetum Arvense Extract,effect_moisture_barrier,보습·장벽,222,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
218,polyglycerin_6,폴리글리세린-6,Polyglycerin-6,effect_moisture_barrier,보습·장벽,220,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
219,salvia_hispanica_seed_oil,멕시칸치아씨오일,Salvia Hispanica Seed Oil,effect_moisture_barrier,보습·장벽,219,human_topical_pubmed_required,high,MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
220,cinnamomum_zeylanicum_bark_extract,실론시나몬나무껍질추출물,Cinnamomum Zeylanicum Bark Extract,effect_moisture_barrier,보습·장벽,218,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
221,peg_ppg_polybutylene_glycol_8_5_3_glycerin,피이지/피피지/폴리부틸렌글라이콜-8/5/3글리세린,PEG/PPG/Polybutylene Glycol-8/5/3 Glycerin,effect_moisture_barrier,보습·장벽,218,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
222,hydrolyzed_corn_starch,하이드롤라이즈드옥수수전분,Hydrolyzed Corn Starch,effect_moisture_barrier,보습·장벽,217,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
223,silk_amino_acids,실크아미노산,Silk Amino Acids,effect_moisture_barrier,보습·장벽,216,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
224,hydroxypropylammonium_gluconate,하이드록시프로필암모늄글루코네이트,Hydroxypropylammonium Gluconate,effect_moisture_barrier,보습·장벽,213,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
225,saccharomyces_lysate_extract,효모용해추출물,Saccharomyces Lysate Extract,effect_moisture_barrier,보습·장벽,213,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
226,sodium_polyglutamate,소듐폴리글루타메이트,Sodium Polyglutamate,effect_moisture_barrier,보습·장벽,212,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
227,persea_gratissima_avocado_fruit_extract,아보카도열매추출물,Persea Gratissima (Avocado) Fruit Extract,effect_calming,진정,211,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
227,persea_gratissima_avocado_fruit_extract,아보카도열매추출물,Persea Gratissima (Avocado) Fruit Extract,effect_moisture_barrier,보습·장벽,211,human_topical_pubmed_required,high,MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
228,phyllanthus_emblica_fruit_extract,인디안구스베리열매추출물,Phyllanthus Emblica Fruit Extract,effect_moisture_barrier,보습·장벽,211,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
229,hydroxypropylgluconamide,하이드록시프로필글루콘아마이드,Hydroxypropylgluconamide,effect_moisture_barrier,보습·장벽,210,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
230,helianthus_annuus_sunflower_seed_oil,해바라기씨오일,Helianthus Annuus (Sunflower) Seed Oil,effect_moisture_barrier,보습·장벽,7098,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT+SKIN CONDITIONING - OCCLUSIVE,,0,,,,,cosing_only,candidate_unverified,none
231,2_3_butanediol,"2,3-부탄다이올","2,3-Butanediol",effect_moisture_barrier,보습·장벽,205,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
232,behenyl_alcohol,베헤닐알코올,Behenyl Alcohol,effect_moisture_barrier,보습·장벽,2336,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,8,6,abstract_exact,combination_or_formulation,27614102,The rational design of biomimetic skin barrier lipid formulations using biophysical methods.,evidence_tier_8,candidate_unverified,none
233,betaine_salicylate,베타인살리실레이트,Betaine Salicylate,effect_exfoliation,각질,192,human_topical_pubmed_required,high,KERATOLYTIC,,0,,,,,cosing_only,candidate_unverified,none
234,yeast_amino_acids,효모아미노산,Yeast Amino Acids,effect_moisture_barrier,보습·장벽,191,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
235,hydrogenated_castor_oil,하이드로제네이티드캐스터오일,Hydrogenated Castor Oil,effect_moisture_barrier,보습·장벽,1105,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,8,10,title_exact,combination_or_formulation,19995365,Dirt-binding particles consisting of hydrogenated castor oil beads constitute a nonirritating alternative for abrasive cleaning of recalcitrant oily skin contamination in a three-step programme of occupational skin protection.,evidence_tier_8,candidate_unverified,none
236,isomalt,아이소말트,Isomalt,effect_moisture_barrier,보습·장벽,188,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
237,pseudoalteromonas_ferment_extract,슈도알테로모나스발효추출물,Pseudoalteromonas Ferment Extract,effect_moisture_barrier,보습·장벽,184,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
238,larix_europaea_wood_extract,유럽잎갈나무목부추출물,Larix Europaea Wood Extract,effect_moisture_barrier,보습·장벽,178,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
239,camellia_japonica_flower_extract,동백나무꽃추출물,Camellia Japonica Flower Extract,effect_moisture_barrier,보습·장벽,428,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,8,15,title_exact,reference_only,40867864,Camellia japonica Flower Extract and the Active Constituent Hyperoside Repair DNA Damage Through FUNDC1-Mediated Mitophagy Pathway for Skin Anti-Aging.,evidence_tier_8,candidate_unverified,none
240,polydextrose,폴리덱스트로오스,Polydextrose,effect_moisture_barrier,보습·장벽,70,human_topical_pubmed_required,high,HUMECTANT,6,5,abstract_exact,route_mismatch,23577592,Dietary polyunsaturated fatty acids and non-digestible oligosaccharides reduce dermatitis in mice.,evidence_tier_6,candidate_unverified,none
241,leontopodium_alpinum_callus_culture_extract,에델바이스캘러스배양추출물,Leontopodium Alpinum Callus Culture Extract,effect_moisture_barrier,보습·장벽,163,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
242,magnesium_pca,마그네슘피씨에이,Magnesium PCA,effect_moisture_barrier,보습·장벽,160,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
243,quillaja_saponaria_bark_extract,퀼라자껍질추출물,Quillaja Saponaria Bark Extract,effect_acne_sebum,여드름·피지,157,human_topical_pubmed_required,high,ANTI-SEBORRHEIC,,0,,,,,cosing_only,candidate_unverified,none
243,quillaja_saponaria_bark_extract,퀼라자껍질추출물,Quillaja Saponaria Bark Extract,effect_moisture_barrier,보습·장벽,157,human_topical_pubmed_required,high,MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
244,urtica_dioica_nettle_extract,쐐기풀추출물,Urtica Dioica (Nettle) Extract,effect_acne_sebum,여드름·피지,157,human_topical_pubmed_required,high,ANTI-SEBORRHEIC,,0,,,,,cosing_only,candidate_unverified,none
244,urtica_dioica_nettle_extract,쐐기풀추출물,Urtica Dioica (Nettle) Extract,effect_calming,진정,157,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
245,sesamum_indicum_sesame_seed_extract,검은깨추출물,Sesamum Indicum (Sesame) Seed Extract,effect_calming,진정,156,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
246,simmondsia_chinensis_jojoba_seed_oil,호호바씨오일,Simmondsia Chinensis (Jojoba) Seed Oil,effect_moisture_barrier,보습·장벽,5237,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
247,maltitol,말티톨,Maltitol,effect_moisture_barrier,보습·장벽,153,human_topical_pubmed_required,high,HUMECTANT+MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
248,butyloctanol,부틸옥탄올,Butyloctanol,effect_moisture_barrier,보습·장벽,152,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
249,trimethylsiloxysilicate,트라이메틸실록시실리케이트,Trimethylsiloxysilicate,effect_moisture_barrier,보습·장벽,5074,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
250,salvia_sclarea_clary_extract,클레리추출물,Salvia Sclarea (Clary) Extract,effect_calming,진정,149,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
251,jasminum_officinale_jasmine_oil,커먼자스민오일,Jasminum Officinale (Jasmine) Oil,effect_calming,진정,146,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
251,jasminum_officinale_jasmine_oil,커먼자스민오일,Jasminum Officinale (Jasmine) Oil,effect_moisture_barrier,보습·장벽,146,human_topical_pubmed_required,high,MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
252,olea_europaea_olive_fruit_extract,올리브추출물,Olea Europaea (Olive) Fruit Extract,effect_brightening,미백·톤,145,direct_cosing_signal,high,BLEACHING,,0,,,,,cosing_only,candidate_unverified,none
253,pancratium_maritimum_extract,씨대퍼딜추출물,Pancratium Maritimum Extract,effect_moisture_barrier,보습·장벽,145,human_topical_pubmed_required,high,SKIN CONDITIONING - HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
254,hedera_helix_ivy_extract,서양송악추출물,Hedera Helix (Ivy) Extract,effect_calming,진정,140,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
255,acetamide_mea,아세타마이드엠이에이,Acetamide MEA,effect_moisture_barrier,보습·장벽,139,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
256,sodium_nitrate,소듐나이트레이트,Sodium Nitrate,effect_calming,진정,139,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
257,morus_alba_root_extract,뽕나무뿌리추출물,Morus Alba Root Extract,effect_brightening,미백·톤,137,direct_cosing_signal,high,BLEACHING,,0,,,,,cosing_only,candidate_unverified,none
258,acetyl_heptapeptide_4,아세틸헵타펩타이드-4,Acetyl Heptapeptide-4,effect_moisture_barrier,보습·장벽,132,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
259,alanyl_glutamine,알라닐글루타민,Alanyl Glutamine,effect_moisture_barrier,보습·장벽,130,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
260,capsicum_annuum_fruit_extract_capsicum_frutescens_fruit_extract,고추열매추출물,Capsicum Annuum Fruit Extract|Capsicum Frutescens Fruit Extract,effect_acne_sebum,여드름·피지,126,human_topical_pubmed_required,high,ANTI-SEBORRHEIC,,0,,,,,cosing_only,candidate_unverified,none
260,capsicum_annuum_fruit_extract_capsicum_frutescens_fruit_extract,고추열매추출물,Capsicum Annuum Fruit Extract|Capsicum Frutescens Fruit Extract,effect_moisture_barrier,보습·장벽,126,human_topical_pubmed_required,medium,SKIN PROTECTING,,0,,,,,cosing_only,candidate_unverified,none
261,prunus_persica_peach_flower_extract,복사나무꽃추출물,Prunus Persica (Peach) Flower Extract,effect_moisture_barrier,보습·장벽,125,human_topical_pubmed_required,high,MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
262,saccharide_hydrolysate,사카라이드하이드롤리세이트,Saccharide Hydrolysate,effect_moisture_barrier,보습·장벽,124,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
263,brassica_oleracea_acephala_leaf_extract,케일잎추출물,Brassica Oleracea Acephala Leaf Extract,effect_moisture_barrier,보습·장벽,121,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
264,calcium_lactate,칼슘락테이트,Calcium Lactate,effect_exfoliation,각질,118,human_topical_pubmed_required,high,KERATOLYTIC,,0,,,,,cosing_only,candidate_unverified,none
265,theanine,테아닌,Theanine,effect_moisture_barrier,보습·장벽,48,human_topical_pubmed_required,high,HUMECTANT,6,5,abstract_exact,route_mismatch,31804534,Seven-day Green Tea Supplementation Revamps Gut Microbiome and Caecum/Skin Metabolome in Mice from Stress.,evidence_tier_6,candidate_unverified,none
266,ethylhexyl_palmitate,에틸헥실팔미테이트,Ethylhexyl Palmitate,effect_moisture_barrier,보습·장벽,3952,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
267,hydrogenated_soybean_oil,하이드로제네이티드돌콩오일,Hydrogenated Soybean Oil,effect_moisture_barrier,보습·장벽,116,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
268,jasminum_officinale_jasmine_flower_leaf_extract,커먼자스민꽃/잎추출물,Jasminum Officinale (Jasmine) Flower/Leaf Extract,effect_calming,진정,113,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
268,jasminum_officinale_jasmine_flower_leaf_extract,커먼자스민꽃/잎추출물,Jasminum Officinale (Jasmine) Flower/Leaf Extract,effect_moisture_barrier,보습·장벽,113,human_topical_pubmed_required,high,MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
269,glyceryl_caprylate,글리세릴카프릴레이트,Glyceryl Caprylate,effect_moisture_barrier,보습·장벽,3834,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
270,mimosa_tenuiflora_bark_extract,미모사 테누이플로라나무껍질추출물,Mimosa Tenuiflora Bark Extract,effect_calming,진정,111,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
270,mimosa_tenuiflora_bark_extract,미모사 테누이플로라나무껍질추출물,Mimosa Tenuiflora Bark Extract,effect_moisture_barrier,보습·장벽,111,human_topical_pubmed_required,medium,SKIN PROTECTING,,0,,,,,cosing_only,candidate_unverified,none
271,peg_32,피이지-32,PEG-32,effect_moisture_barrier,보습·장벽,111,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
