ingredient_rank,paper_rank,ingredient_id,name_ko,name_en,product_count,paper_key,pmid,doi,title,journal,publication_date,publication_types,authors,abstract,evidence_tier,evidence_kind,relation_scope,applicability,evidence_roles,selection_reason,selection_score,outcome_count,review_status,score_change
410,1,vp_eicosene_copolymer,브이피/에이코신코폴리머,VP/Eicosene Copolymer,765,PMID:15186394,15186394,10.1111/j.0105-1873.2004.0301k.x,Allergic contact dermatitis from VP/eicosene copolymer (Ganex V-220) in an emollient cream.,Contact dermatitis,2004-Apr,Case Reports; Journal Article,R Gallo; D Dal Sacco; G Ghigliotti,,8,review_or_reference,title_exact,reference_only,safety_evidence,safety_evidence,65,0,candidate_unverified,none
414,1,tyrosine,타이로신,Tyrosine,752,PMID:40795287,40795287,10.1093/bjd/ljaf293,Tyrosine kinase 2 inhibition improves clinical and molecular hallmarks in subtypes of cutaneous lupus.,The British journal of dermatology,2025-Nov-18,Journal Article,Sophia Wasserer; Peter Seiringer; Nils Kurzen; Manja Jargosch; Jessica Eigemann; Görkem Aydin; Theresa Raunegger; Carsten B Schmidt-Weber; Stefanie Eyerich; Tilo Biedermann; Kilian Eyerich; Felix Lauffer,"BACKGROUND: Cutaneous lupus erythematosus (CLE) is a chronic inflammatory skin disease with various clinical subtypes. Although its pathogenesis is not yet fully understood, T-cell-mediated autoimmunity and elevated levels of type I interferons (IFNs) are two major factors that contribute to the development of cutaneous lesions. Type I IFNs transduce their signal via tyrosine kinase 2 (TYK2). OBJECTIVES: To investigate the impact of TYK2 signalling in preclinical models of CLE. METHODS: CLE skin biopsies were investigated by RNA sequencing (RNAseq) and immunohistochemistry. T cells isolated from CLE skin biopsies (lesional T cells) were restimulated with anti-CD3/anti-CD28 and cytokine release was quantified by enzyme-linked immunosorbent assay and Luminex®. Primary human keratinocytes and three-dimensional skin models were stimulated with IFN-α or lesional T-cell supernatant in the presence or absence of the TYK2 inhibitor deucravacitinib, followed by RNAseq. Skin biopsies from patients with different CLE subtypes were treated ex vivo with deucravacitinib followed by real-time quantitative polymerase chain reaction. RESULTS: Bulk RNAseq revealed a strong correlation between TYK2 and interface dermatitis, a histological hallmark of CLE. Immunohistochemistry confirmed a high abundance of TYK2 in different CLE subtypes. Inhibiting TYK2 reduced inflammation and normalized epidermal impairments in primary human keratinocytes, reconstructed human epidermis and CLE T cells. Ex vivo TYK2 inhibition in CLE skin biopsies reduced IFN response and necroptosis-related gene expression. Finally, four patients with different therapy-refractory subtypes of CLE (acute, subacute, chronic discoid, chilblain CLE) were successfully treated with deucravacitinib. CONCLUSIONS: IFN-α and T-cell-derived cytokines both contribute to skin inflammation in CLE. TYK2 inhibition is a promising approach for different subtypes of CLE as it controls inflammation in various preclinical models and patients with CLE who are refractory to treatment.",5,ex_vivo_or_artificial_skin,title_exact,mechanistic,mechanism_evidence,mechanism_evidence,70,1,candidate_unverified,none
414,2,tyrosine,타이로신,Tyrosine,752,PMID:35081305,35081305,,"Janus Kinase and Tyrosine Kinase Inhibitors in Dermatology: A Review of Their Utilization, Safety Profile and Future Applications.",Skin therapy letter,2022-Jan,Journal Article; Review,Mojahed M K Shalabi; Benjamin Garcia; Kendall Coleman; Alfredo Siller; Austinn C Miller; Stephen K Tyring,"Janus kinase inhibitors, also commonly referred to as JAK inhibitors, are a novel drug class that target and block cytokine signaling mediated by the Janus kinase-signal transducer and activator of transcription (JAK-STAT) pathway, thereby regulating immune response and cell growth. Although JAK inhibitors are mainly used for rheumatological conditions such as rheumatoid arthritis, their application in the field of dermatology is actively being investigated. Tofacitinib is US FDA-approved for psoriatic arthritis and showing promise for treating psoriasis. Most recently, regulatory approvals for the US were gained by ruxolitinib as a first-inclass, selective, topical therapy for atopic dermatitis and oral upadacitinib for active psoriatic psoriasis. Additionally, abrocitinib and upadacitinib have demonstrated efficacy in atopic dermatitis and are pending FDA approval for this indication. The therapeutic potential of JAK inhibitors in dermatological conditions such as alopecia areata, psoriasis, atopic dermatitis, vitiligo, and dermatomyositis are showing promising results in clinical trials. Adverse events for JAK inhibitors seem to be similar to that of biologic drugs. Common adverse effects include increased risk of infections and thromboembolic events. Further investigation is needed to not only better understand the safety profile of JAK inhibitors, but also their full utility within the field of dermatology.",8,review_or_reference,title_exact,reference_only,safety_evidence,safety_evidence,65,0,candidate_unverified,none
415,1,zinc_oxide,징크옥사이드,Zinc Oxide,750,PMID:41718133,41718133,10.3390/medsci14010086,Effectiveness of Zinc Oxide Ointments Versus Non-Irritating Barrier Films in the Prevention of Incontinence-Associated Dermatitis.,"Medical sciences (Basel, Switzerland)",2026-02-12,"Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't",María Piedad García-Ruiz; Rosa Maria Torres Bautista; Maria Dolores Lopez-Franco; Agustina Orozco Cuadrado; Araceli Alarcon Juarez; Vicenta Nava Anguis; Francisco Pedro García-Fernández,"OBJECTIVES: To evaluate the effectiveness of zinc oxide (ZnO) ointments versus non-irritant barrier films (NIBFs) in the prevention of Incontinence-Associated Dermatitis (IAD). Specific objectives included analyzing the effects of treatment over time, establishing when IAD appears in each group, and determining the safety and cost-effectiveness of both treatments. METHODOLOGY: A multicenter prospective cohort study was carried out in 10 social health centers in Spain. The final sample included 164 older institutionalized patients with urinary and/or mixed incontinence, divided into two cohorts (79 with ZnO and 85 with NIBF). Follow-up lasted for six weeks. Validated scales were used for data collection, such as the Categorization of Moisture-Associated Skin Damage (MASD) of the GNEAUPP (National [Spain] group for the assessment of pressure ulcers and chronic wounds) and the Visual Erythema Scale (VES). RESULTS: The overall incidence of IAD was 20.7% in the sample during follow-up. No statistically significant difference in effectiveness was found between ZnO (27.8% incidence of IAD) and NIBF (32.9% incidence of IAD) in preventing IAD (p = 0.479). However, survival analysis suggested that the onset of IAD is delayed more in the NIBF group. No adverse events or side effects were reported attributable solely to the use of the products. When considering the total cost per process (including staff application time), ZnO ointment was EUR 0.02 more expensive per patient per day than NIBFs. CONCLUSIONS: Although both products have similar efficacy and safety, NIBFs delay the onset of IAD more than ZnO. In addition, despite a higher unit price, NIBFs are more cost-effective per procedure because of savings in nursing time during application and removal.",4,human_topical_observational_or_use_test,title_exact,human_topical,safety_evidence,safety_evidence,115,1,candidate_unverified,none
416,1,sodium_lauroyl_glutamate,소듐라우로일글루타메이트,Sodium Lauroyl Glutamate,745,PMID:8033544,8033544,10.1111/j.1600-0536.1994.tb00644.x,Effect of surfactant mixtures on irritant contact dermatitis potential in man: sodium lauroyl glutamate and sodium lauryl sulphate.,Contact dermatitis,1994-Apr,Clinical Trial; Journal Article; Randomized Controlled Trial,C H Lee; Y Kawasaki; H I Maibach,"Our purpose was to ascertain the irritant contact dermatitis potential of sodium lauroyl glutamate (SLG) and to assess its possible anti-irritating potential in a surfactant mixture on human skin, using visual scores and measurement of transepidermal water loss (TEWL). 15 healthy adult volunteers free of skin disease and with no history of atopic dermatitis were treated with sodium lauryl sulphate (SLS) solution (1%, 0.75%, 0.50%, 0.25%), 1% SLG solution, and 1% surfactant mixture solutions, M1 (75/25), M2 (50/50), M3 (25/50) (SLG/SLS). We applied 100 microliters of solution using a polypropylene chamber for 24 h. Application sites for each solution were randomized to minimize anatomical bias. We measured baseline TEWL before test solution application. After removal of the patches, each site was visually graded and TEWL recorded with an evaporimeter daily for 4 days. The visual scores and TEWL values of 1% SLG solutions were lower than those of the other test solutions, except the vehicle control (deionized water). 1% surfactant mixture solutions showed lower visual scores and TEWL values than 1% SLS solution. Increase of SLG concentration decreased the visual scores and TEWL values. Comparing the visual scores and TEWL values of M1 and 0.25% SLS solution, M2 and 0.50% SLS solution, and M3 and 0.75% SLS solution, M1, M2, and M3 showed lower values, although not statistically different. These findings suggest that SLG is a mild surfactant and its utilization can decrease irritation potential in SLS and possibly other mixtures. This model may offer a facile system for screening the surfactant and other mixtures for decreased irritancy potential.",8,review_or_reference,title_exact,reference_only,safety_evidence,safety_evidence,65,0,candidate_unverified,none
417,1,3_o_ethyl_ascorbic_acid,3-O-에틸아스코빅애씨드,3-O-Ethyl Ascorbic Acid,742,PMID:34314818,34314818,10.1016/j.freeradbiomed.2021.07.030,The anti-melanogenic effects of 3-O-ethyl ascorbic acid via Nrf2-mediated α-MSH inhibition in UVA-irradiated keratinocytes and autophagy induction in melanocytes.,Free radical biology & medicine,2021-07-24,"Journal Article; Research Support, Non-U.S. Gov't",Siang-Jyun Chen; You-Cheng Hseu; Yugandhar Vudhya Gowrisankar; Yi-Ting Chung; Yan-Zhen Zhang; Tzong-Der Way; Hsin-Ling Yang,"3-O-ethyl ascorbic acid (EAA) is an ether-derivative of ascorbic acid, known to inhibit tyrosinase activity, and is widely used in skincare formulations. Nevertheless, the molecular mechanisms underlying the EAA's effects are poorly understood. Here, the anti-melanogenic activity of EAA was demonstrated through Nrf2-mediated α-MSH inhibition in UVA-irradiated keratinocytes (HaCaT) and autophagy induction and inhibition of α-MSH-stimulated melanogenesis in melanocytes (B16F10). EAA pretreatment increased the HaCaT cell viability but suppressed ROS-mediated p53/POMC/α-MSH pathways in UVA-irradiated cells. Further, the conditioned medium from EAA-pretreated and UVA-irradiated HaCaT cells suppressed the MITF-CREB-tyrosinase pathways leading to the inhibition of melanin synthesis in B16F10 cells. EAA treatment increased nuclear Nrf2 translocation via the p38, PKC, and ROS pathways leading to HO-1, γ-GCLC, and NQO-1 antioxidant expression in HaCaT cells. However, Nrf2 silencing reduced the EAA-mediated anti-melanogenic activity, evidenced by impaired antioxidant gene expression and uncontrolled ROS (H202) generation following UVA irradiation. In B16F10 cells, EAA-induced autophagy was shown by enhanced LC3-II levels, AVO formation, Beclin-1 upregulation, and activation of p62/SQSTM1. Further, EAA-induced anti-melanogenic activity was substantially decreased in autophagy inhibitor (3-MA) pretreated or LC3 knockdown B16F10 cells. Notably, transmission electron microscopy data showed increased melanosome-engulfing autophagosomes in EAA-treated B16F10 cells. Moreover, EAA also down-regulated MC1R, TRP-1/-2, tyrosinase expressions, and melanin synthesis by suppressing the cAMP-CREB-mediated MITF expression in B16F10 cells stimulated with α-MSH. In vivo studies on the zebrafish model further confirmed that EAA inhibited tyrosinase expression/activity and endogenous pigmentation. In conclusion, 3-O-ethyl ascorbic acid is an effective skin-whitening agent and could be used as a topical agent for cosmetic purposes.",8,review_or_reference,title_exact,reference_only,direct_effect|reference_evidence,direct_effect,77,1,candidate_unverified,none
417,2,3_o_ethyl_ascorbic_acid,3-O-에틸아스코빅애씨드,3-O-Ethyl Ascorbic Acid,742,PMID:31066077,31066077,10.1111/cod.13307,A new case of allergic contact dermatitis caused by 3-o-ethyl ascorbic acid in facial antiageing cosmetics.,Contact dermatitis,2019-05-24,Case Reports; Journal Article,Myriam Mamodaly; Olivier Dereure; Nadia Raison-Peyron,,8,review_or_reference,title_exact,reference_only,safety_evidence,safety_evidence,65,0,candidate_unverified,none
418,1,aluminum_starch_octenylsuccinate,알루미늄전분옥테닐석시네이트,Aluminum Starch Octenylsuccinate,741,PMID:37774506,37774506,10.1177/10915818231204281,Aluminum Starch Octenylsuccinate.,International journal of toxicology,2023-09-29,"Journal Article; Research Support, Non-U.S. Gov't",Alice Akinsulie; Wilma F Bergfeld; Donald V Belsito; Ronald A Hill; Curtis D Klaassen; Daniel C Liebler; James G Marks; Ronald C Shank; Thomas J Slaga; Paul W Snyder; Monice Fiume; Bart Heldreth,"The Expert Panel for Cosmetic Ingredient Safety reviewed newly available studies since their original assessment in 2002, along with updated information regarding product types and concentrations of use, and confirmed that Aluminum Starch Octenylsuccinate is safe as a cosmetic ingredient in the practices of use and concentration as described in this report.",8,review_or_reference,title_exact,reference_only,safety_evidence,safety_evidence,65,0,candidate_unverified,none
426,1,methionine,메티오닌,Methionine,728,PMID:35881391,35881391,10.1096/fj.202200520,Methionine can subside hair follicle development prejudice of heat-stressed rex rabbits.,FASEB journal : official publication of the Federation of American Societies for Experimental Biology,2022-Aug,"Journal Article; Research Support, Non-U.S. Gov't",Shu Li; Gongyan Liu; Lei Liu; Fuchang Li,"In the present experiment, we study the function of methionine on hair follicle development in heat-stressed Rex Rabbits and its potential molecular mechanism. Rex rabbits were randomly divided into 5 groups (30 replicates per group): control group (20-25°C, fed basic diet), heat stress group (30-34°C, fed basic diet), heat stress + methionine group (30-34°C, fed 0.15% methionine in addition to the basic diet). fed basic diet (control), heat stress + methionine group (30-34°C, fed 0.3% methionine in addition to the basic diet), heat stress + methionine group (30-34°C, fed 0.45% methionine in addition to the basic diet). The results show that heat stress decreases the hair follicle density of Rex rabbits, and the diet methionine addition significantly increases the hair follicle density of heat-stressed Rabbits (p < .05). Heat stress increased serum HSP70 concentration and skin HSP70 gene expression, 0.15%-0.3% methionine but not 0.45% addition alleviated the effect of heat stress. Dietary 0.15% methionine addition significantly increases the gene expression of Wnt10b, β-catenin, LEF, FZD4, LRP6, Shh, HGF, EGF, and Noggin in heat-stressed Rex rabbits and observably decreases the gene expression of BMP2/4 and TGFb. There was no significant effect of methionine on the expression of IGF1 and FGF5/7 gene expression. In conclusion, methionine maybe promotes hair follicle development via TGFβ-BMP/Shh-Noggin, Wnt10b/β-catenin, EGF, and HGF signaling pathways in heat-stressed rabbits.",6,animal,title_exact,mechanistic,mechanism_evidence,mechanism_evidence,55,1,candidate_unverified,none
426,2,methionine,메티오닌,Methionine,728,PMID:37183024,37183024,10.1248/bpb.b23-00098,"Dimethylglycine, a Methionine Metabolite, Participates in the Suppressive Effect of Methionine on 1-Fluoro-2,4-dinitrobenzene-Induced Dermatitis.",Biological & pharmaceutical bulletin,2023-05-13,Journal Article,Takayuki Koga; Kie Inoue; Fuka Hirayama; Makoto Hiromura; Kiyonaga Fujii; Yuji Ishii; Masayo Hirao-Suzuki; Shuso Takeda; Akihisa Toda; Fumio Soeda,"Allergic contact dermatitis (ACD) is a common skin disorder caused by contact with allergens. The optimal treatment for ACD is to avoid contact with allergens. However, in some cases, avoiding exposure is not possible when the allergens are unknown. Therefore, establishing treatment methods other than allergen avoidance is important. We previously reported that the continuous administration of methionine, an essential amino acid, in a mouse model of atopic dermatitis alleviated its symptoms. In the present study, we investigated the effect of methionine on a mouse model of ACD caused by 1-fluoro-2,4-dinitrobenzene (DNFB). Differences in the effect of methionine were observed in DNFB-induced ACD model mice based on the mouse strain used. This difference was attributed to the suppression of hepatic dimethylglycine (DMG) production, which is associated with the suppression of hepatic betaine-homocysteine methyltransferase (Bhmt) expression by ACD. Although we did not reveal the mechanism underlying DMG suppression, our study suggests the presence of interactions between the liver and skin in dermatitis, such as the regulation of hepatic metabolic enzyme expression in dermatitis and the alleviation of dermatitis symptoms by the hepatic metabolism status of DMG.",6,animal,title_exact,mechanistic,mechanism_evidence,mechanism_evidence,55,1,candidate_unverified,none
429,1,licorice_extract,감초추출물,Licorice Extract,720,PMID:31045935,31045935,10.1097/der.0000000000000475,Allergic Contact Dermatitis to Licorice Root Extract.,"Dermatitis : contact, atopic, occupational, drug",2019,Journal Article,Rebecca S Kimyon; Yujie Linda Liou; Jamie P Schlarbaum; Erin M Warshaw,,8,review_or_reference,title_exact,reference_only,safety_evidence,safety_evidence,65,0,candidate_unverified,none
429,2,licorice_extract,감초추출물,Licorice Extract,720,PMID:42357275,42357275,10.3390/pharmaceutics18060661,Self-Assembled Nanoparticles of Licorice Extract Enhance Skin Penetration and Regulate Barrier Proteins via a Dual-Channel Pathway.,Pharmaceutics,2026-05-27,Journal Article,Wenjie Ning; Lingyu Hang; Yuye Xue; Wenting Zha; Run Wang; Kailin Xue; Jiantao Ning; Jiankang Zhao; Liqiang Wang; Hailong Yuan,"Objective: Self-assembled nanoparticles (SANs) naturally occurring in Traditional Chinese Medicine (TCM) decoctions are promising drug carriers due to their biocompatibility, but uncontrolled assembly often leads to poor stability, limiting transdermal permeability and industrial application. This study aimed to fabricate stable and uniform SANs from licorice by precisely regulating the controlled nanoprecipitation of its water- and alcohol-extracted components. The transdermal delivery efficiency and therapeutic efficacy of the SANs in the treatment of atopic dermatitis (AD) were evaluated. Methods: Licorice self-assembled nanoparticles (LD-SANs) were prepared by mixing water and ethanol extracts of licorice, followed by ethanol evaporation under reduced pressure to trigger nanoprecipitation. In vitro transdermal tests compared the delivery efficiency of six major bioactive compounds between LD-SANs and traditional licorice decoction (LD). The penetration mechanism was investigated via passive diffusion and cellular uptake studies. In an AD mouse model, the therapeutic effects and expression of tight junction (TJ) proteins (Occludin and Claudin-1) were assessed. Results: The average particle size of LD-SANs is 200 nm, and it is uniform and stable. LD-SANs significantly enhanced the delivery efficiency of all six bioactive compounds compared to LD. Mechanistic studies revealed a unique ""dual-channel"" penetration mechanism: the nanoscale size enabled passive diffusion through hair follicles, intercorneocyte lipid gaps, and skin appendages, while perifollicular antigen-presenting cells (APCs) actively recognized and internalized the nanoparticles, creating a cell-mediated active targeting route that collectively boosted skin accumulation. In the AD model, LD-SANs promoted the expression of Occludin and Claudin-1 in the epidermal granular layer, reinforcing intercellular barrier integrity. Conclusions: By combining ""efficient penetration"" and ""barrier repair"", LD-SANs demonstrated notable therapeutic efficacy in AD. This work transforms a traditional decoction into a well-characterized, high-performance nanomedicine and offers a novel strategy for developing TCM-based transdermal delivery systems.",6,animal,title_exact,mechanistic,mechanism_evidence,mechanism_evidence,55,1,candidate_unverified,none
432,1,paeonia_lactiflora_root_extract,작약뿌리추출물,Paeonia Lactiflora Root Extract,711,PMID:38615840,38615840,10.1016/j.yrtph.2024.105620,Safety assessment of Paeonia lactiflora root extract for a cosmetic ingredient employing the threshold of toxicological concern (TTC) approach.,Regulatory toxicology and pharmacology : RTP,2024-04-12,Journal Article,Soha Jeon; Eun-Young Lee; Sang-Jip Nam; Kyung-Min Lim,"Botanical extracts, widely used in cosmetics, pose a challenge to safety assessment due to their complex compositions. The threshold of toxicological concern (TTC) approach, offering a safe exposure level for cosmetic ingredients, proves to be a promising solution for ensuring the safety of cosmetic ingredients with low exposure level. We assessed the safety of Paeonia lactiflora root extract (PLR), commonly used in skin conditioning products, with the TTC. We identified 50 constituents of PLR extract from the USDA database and literature exploration. Concentration of each constituent of PLR extract was determined with the information from USDA references, literature, and experimental analysis. The genotoxicity of PLR and its constituents was assessed in vitro and in silico respectively. Cramer class of the constituents of the PLR extract was determined with Toxtree 3.1 extended decision tree using ChemTunes®. Systemic exposure of each constituent from leave-on type cosmetic products containing PLR at a 1% concentration was estimated and compared with respective TTC threshold. Two constituents exceeding TTC threshold were further analyzed for dermal absorption using in silico tools, which confirmed the safety of PLR extract in cosmetics. Collectively, we demonstrated that the TTC is a useful tool for assessing botanical extract safety in cosmetics.",7,in_vitro,title_exact,combination_or_formulation,safety_evidence,safety_evidence,66,0,candidate_unverified,none
433,1,sodium_lauroyl_sarcosinate,소듐라우로일사코시네이트,Sodium Lauroyl Sarcosinate,711,PMID:15811039,15811039,10.1111/j.0105-1873.2005.0548h.x,Occupational allergic contact dermatitis to sodium lauroyl sarcosinate in the liquid soap.,Contact dermatitis,2005-Mar,Journal Article,Alexander Zemtsov; Deborah Fett,,8,review_or_reference,title_exact,reference_only,safety_evidence,safety_evidence,65,0,candidate_unverified,none
445,1,diisopropyl_sebacate,다이아이소프로필세바케이트,Diisopropyl Sebacate,682,PMID:2946543,2946543,10.1111/j.1600-0536.1986.tb01329.x,Allergic contact dermatitis due to diisopropyl sebacate.,Contact dermatitis,1986-Sep,Case Reports; Journal Article,A Dooms-Goossens; H De Veylder; K De Boulle; M Maertens,,8,review_or_reference,title_exact,reference_only,safety_evidence,safety_evidence,65,0,candidate_unverified,none
448,1,erythritol,에리스리톨,Erythritol,679,PMID:35289142,35289142,10.3346/jkms.2022.37.e83,The First Case of Erythritol-Induced Anaphylaxis in Korea.,Journal of Korean medical science,2022-03-14,Case Reports; Journal Article,Saerom Kim; Wanho Yoo; Hye-Kyung Park; Eun-Jung Jo,"Erythritol is a natural sugar alcohol found in some fruits and fermented foods, which is used as a dietary sweetener because it has few calories. Here, we describe a 36-year-old woman who experienced anaphylaxis upon ingestion of an erythritol-containing drink. She presented to the emergency department with dyspnea and angioedema after drinking a peach-containing diet beverage. Her blood pressure dropped to 70/40 mmHg and the symptoms improved after administration of an antihistamine, glucocorticoid, and epinephrine. After 10 days, she drank another peach-containing diet beverage and experienced urticaria. No serum-specific immunoglobulin E findings were observed, including against peach components. A skin prick test (SPT) was performed using a peach, the two ingested diet beverages, and another peach-containing beverage. The SPT results for the peach and the peach-containing product were negative, but the wheal sizes for the two diet beverages were > 3 mm. The diet beverages contained erythritol as a food additive. The SPT result was positive for erythritol. The patient was diagnosed with anaphylaxis to erythritol and was instructed to avoid foods containing erythritol. She was prescribed a self-injectable epinephrine pen. To our knowledge, this is the first case of erythritol-induced anaphylaxis in Korea. Physicians should be aware of the possibility of allergic reactions to food additives, and additives should be evaluated to prevent the recurrence of symptoms.",4,human_topical_observational_or_use_test,title_exact,combination_or_formulation,formulation_evidence,formulation_evidence,67,0,candidate_unverified,none
448,2,erythritol,에리스리톨,Erythritol,679,PMID:41688218,41688218,10.1093/jee/toaf314,Sweet deception: exploring erythritol formulations for management of Drosophila suzukii (Diptera: Drosophilidae) in berry crops.,Journal of economic entomology,2026-Feb-01,Journal Article,Kevin Cloonan; Nicoletta Faraone; Sarah Koerte; Kayla Gaudet; Neil Kirk Hillier,"Spotted wing drosophila, Drosophila suzukii (Matsumura, 1931) (Diptera: Drosophilidae), poses a significant threat to berry crops and requires sustainable management strategies. This study evaluated the efficacy of macroformulation mixtures of the sugar alcohol erythritol and two matrix materials, gum Arabic and maltodextrin, as a control agent for D. suzukii under semi-field settings. This study included 8 experiments to assess the efficacy and nontarget impacts of erythritol macroformulations. Experiments 1 and 3 compared the toxicity of erythritol macroformulations to the insecticide Delegate on blueberries and raspberries, respectively. Experiment 2 investigated dose-dependent toxicity on blueberries. Experiments 4, 5, and 6 focused on residual toxicity, with field and laboratory trials up to 4 wk postapplication. Experiment 7 examined the antifungal properties of the formulations on Botrytis cinerea, while experiment 8 assessed toxicity to bumblebees. Initial tests demonstrated that a 2 M concentration of erythritol was as effective as the insecticide Delegate, and subsequent trials demonstrated a concentration-dependent reduction in D. suzukii emergence, with 1 M erythritol showing optimal control, though less than the synthetic insecticide Delegate (spinetoram). Erythritol was effective in both blueberries and raspberries, particularly in semienclosed environments. Residual activity was limited, but macroformulations may enhance persistence. Erythritol exhibited moderate toxicity to bumblebees, primarily through topical contact. Gum Arabic and maltodextrin formulations showed antifungal activity. The addition of erythritol to Arabic and maltodextrin reduced antifungal activity, though maltodextrin-erythritol showed some antifungal synergy. These findings suggest erythritol, particularly when delivered in macroformulations, offers a promising, food-safe D. suzukii control option but requires careful application to minimize nontarget impacts.",8,review_or_reference,title_exact,reference_only,safety_evidence,safety_evidence,65,0,candidate_unverified,none
448,3,erythritol,에리스리톨,Erythritol,679,PMID:38239752,38239752,10.3389/fvets.2023.1272595,Erythritol alters phosphotransferase gene expression and inhibits the in vitro growth of Staphylococcus coagulans isolated from canines with pyoderma.,Frontiers in veterinary science,2024-01-04,Journal Article,Saki Onishi-Sakamoto; Tadashi Fujii; Keito Watanabe; Reina Makida; Keita Iyori; Yoichi Toyoda; Takumi Tochio; Koji Nishifuji,"Staphylococcus coagulans (SC) belongs to a group of coagulase-positive staphylococci occasionally isolated from the skin lesions of dogs with pyoderma. We recently revealed that erythritol, a sugar alcohol, inhibited the growth of SC strain JCM7470. This study investigated the molecular mechanisms involved in this growth inhibition of JCM7470 by erythritol, and determine whether erythritol inhibits the growth of SC isolated from the skin of dogs with pyoderma. Comprehensive analysis of the gene expression of JCM7470 in the presence of erythritol revealed that erythritol upregulated the expression of glcB and ptsG genes, both of which encode phosphotransferase system (PTS) glucoside- and glucose-specific permease C, B, and A domains (EIICBA), respectively, associated with sugar uptake. Moreover, erythritol suppressed in vitro growth of all 27 SC strains isolated from the skin lesions of canine pyoderma, including 13 mecA gene-positive and 14 mecA gene-negative strains. Finally, the growth inhibition of the SC clinical isolates by erythritol was restored by the addition of glucose. In summary, we revealed that erythritol promotes PTS gene expression and suppresses the in vitro growth of SC clinical isolates from dogs with pyoderma. Restoration of the erythritol-induced growth inhibition by glucose suggested that glucose starvation may contribute to the growth inhibition of SC.",6,animal,title_exact,mechanistic,mechanism_evidence,mechanism_evidence,55,1,candidate_unverified,none
455,1,bakuchiol,바쿠치올,Bakuchiol,666,PMID:38564402,38564402,10.36849/jdd.7763,Human Clinical Trials Using Topical Bakuchiol Formulations for the Treatment of Skin Disorders: A Systematic Review.,Journal of drugs in dermatology : JDD,2024-Apr-01,Journal Article; Systematic Review,James E Fanning; Shayan A McGee; Omer I Ibrahim,"BACKGROUND: Bakuchiol is a topical cosmeceutical marketed as a retinoid alternative. Human clinical trial data on bakuchiol&rsquo;s efficacy for the treatment of dermatologic conditions has not been thoroughly evaluated. OBJECTIVE: To review human clinical trials using topical formulations containing bakuchiol in the treatment of facial skin disorders. MATERIALS AND METHODS: A comprehensive electronic search of Cochrane Library, PubMed, EMBASE, and Web of Science was conducted on August 28, 2022, using the search terms &ldquo;bakuchiol&rdquo; and &ldquo;UP256.&rdquo; Study characteristics, measured outcomes, significant results, and stated limitations were extracted.&nbsp; Results: Fifteen human clinical trials were analyzed. Dermatologic conditions treated included aging, acne, and post-inflammatory hyperpigmentation. Twelve trials were unblinded, open-label trials without a control group. Ten trials used a combination therapy containing bakuchiol. Four trials did not specify the dose or concentration of bakuchiol in treatment regimens. The heterogeneity of treatments, study designs, and measured outcomes makes meta-analysis unfeasible.&nbsp; Conclusion: Trials lack methodologic rigor, which introduces a high risk of bias in reported outcomes. The use of combination topical formulations containing bakuchiol limits the comparison of bakuchiol&rsquo;s efficacy with retinoids. Continued research with an improved trial design is needed.J Drugs Dermatol. 2024;23(4): doi:10.36849/JDD.7763.",1,human_topical_systematic_review,title_exact,combination_or_formulation,formulation_evidence,formulation_evidence,93,1,candidate_unverified,none
456,1,polyacrylamide,폴리아크릴아마이드,Polyacrylamide,666,PMID:37766629,37766629,10.1177/10915818231204573,Polyacrylamide.,International journal of toxicology,2023-09-28,"Journal Article; Research Support, Non-U.S. Gov't",Preethi S Raj; Wilma F Bergfeld; Donald V Belsito; David E Cohen; Curtis D Klaassen; Daniel C Liebler; Allan E Rettie; David Ross; Thomas J Slaga; Paul W Snyder; Susan Tilton; Monice Fiume; Bart Heldreth,"The Expert Panel for Cosmetic Ingredient Safety reviewed updated information that has become available since their original assessment from 1991, along with updated information regarding product types, and frequency and concentrations of use, and reaffirmed their original conclusion that Polyacrylamide is safe as a cosmetic ingredient in the practices of use and concentration as described in this report.",8,review_or_reference,title_exact,reference_only,safety_evidence,safety_evidence,65,0,candidate_unverified,none
