portfolio_rank,selected_for_portfolio,ingredient_id,name_ko,name_en,product_count,current_runtime,effect_ids,best_evidence_tier,best_signal_score,best_relation_scope,best_applicability,best_pmid,best_title,evidence_component,product_component,function_component,portfolio_score,selection_reason,review_status,score_change
338,Y,plukenetia_volubilis_seed_oil,잉카피넛씨오일,Plukenetia Volubilis Seed Oil,51,N,effect_moisture_barrier,,0,,,,,0.0000,11.2288,20.0000,31.2288,product_usage+official_function,candidate_unverified,none
339,Y,silica_dimethyl_silylate,실리카다이메틸실릴레이트,Silica Dimethyl Silylate,1732,N,effect_moisture_barrier,,0,,,,,0.0000,21.1933,10.0000,31.1933,product_usage+official_function,candidate_unverified,none
340,Y,chaenomeles_sinensis_fruit_extract,모과추출물,Chaenomeles Sinensis Fruit Extract,50,N,effect_moisture_barrier,,0,,,,,0.0000,11.1736,20.0000,31.1736,product_usage+official_function,candidate_unverified,none
341,Y,carica_papaya_papaya_seed_oil,파파야씨오일,Carica Papaya (Papaya) Seed Oil,49,N,effect_moisture_barrier,,0,,,,,0.0000,11.1173,20.0000,31.1173,product_usage+official_function,candidate_unverified,none
342,Y,malva_sylvestris_mallow_extract,당아욱추출물,Malva Sylvestris (Mallow) Extract,49,N,effect_calming|effect_moisture_barrier,,0,,,,,0.0000,11.1173,20.0000,31.1173,product_usage+official_function,candidate_unverified,none
343,Y,nannochloropsis_oculata_extract,난노클로롭시스 오쿨라타추출물,Nannochloropsis Oculata Extract,49,N,effect_moisture_barrier,,0,,,,,0.0000,11.1173,20.0000,31.1173,product_usage+official_function,candidate_unverified,none
344,Y,dicaprylyl_carbonate,다이카프릴릴카보네이트,Dicaprylyl Carbonate,1678,N,effect_moisture_barrier,,0,,,,,0.0000,21.1034,10.0000,31.1034,product_usage+official_function,candidate_unverified,none
345,Y,acanthopanax_senticosus_eleuthero_root_extract,가시오갈피뿌리추출물,Acanthopanax Senticosus (Eleuthero) Root Extract,48,N,effect_calming,,0,,,,,0.0000,11.0599,20.0000,31.0599,product_usage+official_function,candidate_unverified,none
346,Y,bacillus_folic_acid_ferment_filtrate_extract,바실러스/폴릭애씨드발효여과추출물,Bacillus/Folic Acid Ferment Filtrate Extract,48,N,effect_moisture_barrier,,0,,,,,0.0000,11.0599,20.0000,31.0599,product_usage+official_function,candidate_unverified,none
347,Y,cetyl_ethylhexanoate,세틸에틸헥사노에이트,Cetyl Ethylhexanoate,1651,N,effect_moisture_barrier,,0,,,,,0.0000,21.0573,10.0000,31.0573,product_usage+official_function,candidate_unverified,none
348,Y,vitis_vinifera_grape_seed_oil,포도씨오일,Vitis Vinifera (Grape) Seed Oil,1630,N,effect_moisture_barrier,,0,,,,,0.0000,21.0209,10.0000,31.0209,product_usage+official_function,candidate_unverified,none
349,Y,aloe_barbadensis_leaf_polysaccharides,알로에베라잎폴리사카라이드,Aloe Barbadensis Leaf Polysaccharides,47,N,effect_moisture_barrier,,0,,,,,0.0000,11.0013,20.0000,31.0013,product_usage+official_function,candidate_unverified,none
350,Y,thuja_orientalis_extract,측백나무추출물,Thuja Orientalis Extract,47,N,effect_moisture_barrier,,0,,,,,0.0000,11.0013,20.0000,31.0013,product_usage+official_function,candidate_unverified,none
351,Y,glycol_distearate,글라이콜다이스테아레이트,Glycol Distearate,1596,N,effect_moisture_barrier,,0,,,,,0.0000,20.9611,10.0000,30.9611,product_usage+official_function,candidate_unverified,none
352,Y,cimicifuga_racemosa_root_extract,라케모사승마뿌리추출물,Cimicifuga Racemosa Root Extract,46,N,effect_moisture_barrier,,0,,,,,0.0000,10.9415,20.0000,30.9415,product_usage+official_function,candidate_unverified,none
353,Y,peg_12,피이지-12,PEG-12,46,N,effect_moisture_barrier,,0,,,,,0.0000,10.9415,20.0000,30.9415,product_usage+official_function,candidate_unverified,none
354,Y,zinc_hydrolyzed_hyaluronate,징크하이드롤라이즈드하이알루로네이트,Zinc Hydrolyzed Hyaluronate,46,N,effect_moisture_barrier,,0,,,,,0.0000,10.9415,20.0000,30.9415,product_usage+official_function,candidate_unverified,none
355,Y,prunus_serotina_wild_cherry_fruit_extract,블랙체리열매추출물,Prunus Serotina (Wild Cherry) Fruit Extract,45,N,effect_moisture_barrier,,0,,,,,0.0000,10.8804,20.0000,30.8804,product_usage+official_function,candidate_unverified,none
356,Y,sedum_sarmentosum_extract,돌나물추출물,Sedum Sarmentosum Extract,45,N,effect_moisture_barrier,,0,,,,,0.0000,10.8804,20.0000,30.8804,product_usage+official_function,candidate_unverified,none
357,Y,cyclohexasiloxane,사이클로헥사실록세인,Cyclohexasiloxane,1546,N,effect_moisture_barrier,,0,,,,,0.0000,20.8707,10.0000,30.8707,product_usage+official_function,candidate_unverified,none
358,Y,methicone,메티콘,Methicone,1537,N,effect_moisture_barrier,,0,,,,,0.0000,20.8541,10.0000,30.8541,product_usage+official_function,candidate_unverified,none
359,Y,bixa_orellana_seed_oil,아나토씨오일,Bixa Orellana Seed Oil,44,N,effect_moisture_barrier,,0,,,,,0.0000,10.8179,20.0000,30.8179,product_usage+official_function,candidate_unverified,none
360,Y,glycereth_18,글리세레스-18,Glycereth-18,43,N,effect_moisture_barrier,,0,,,,,0.0000,10.7541,20.0000,30.7541,product_usage+official_function,candidate_unverified,none
361,Y,hydrolyzed_sclerotium_gum,하이드롤라이즈드스클레로튬검,Hydrolyzed Sclerotium Gum,43,N,effect_moisture_barrier,,0,,,,,0.0000,10.7541,20.0000,30.7541,product_usage+official_function,candidate_unverified,none
362,Y,phaseolus_radiatus_sprout_extract,녹두싹추출물,Phaseolus Radiatus Sprout Extract,43,N,effect_moisture_barrier,,0,,,,,0.0000,10.7541,20.0000,30.7541,product_usage+official_function,candidate_unverified,none
363,Y,bis_diglyceryl_polyacyladipate_2,비스-다이글리세릴폴리아실아디페이트-2,Bis-Diglyceryl Polyacyladipate-2,1449,N,effect_moisture_barrier,,0,,,,,0.0000,20.6867,10.0000,30.6867,product_usage+official_function,candidate_unverified,none
364,Y,talc,탤크,Talc,1442,N,effect_moisture_barrier,,0,,,,,0.0000,20.6729,10.0000,30.6729,product_usage+official_function,candidate_unverified,none
365,Y,cymbopogon_schoenanthus_extract,카멜그라스추출물,Cymbopogon Schoenanthus Extract,41,N,effect_calming,,0,,,,,0.0000,10.6219,20.0000,30.6219,product_usage+official_function,candidate_unverified,none
366,Y,potassium_methoxysalicylate,포타슘메톡시살리실레이트,Potassium Methoxysalicylate,41,N,effect_brightening,,0,,,,,0.0000,10.6219,20.0000,30.6219,product_usage+official_function,candidate_unverified,none
367,Y,tribehenin,트라이베헤닌,Tribehenin,1415,N,effect_moisture_barrier,,0,,,,,0.0000,20.6192,10.0000,30.6192,product_usage+official_function,candidate_unverified,none
368,Y,isopropyl_isostearate,아이소프로필아이소스테아레이트,Isopropyl Isostearate,242,N,effect_moisture_barrier,8,10,abstract_exact,reference_only,20642769,Superior effect of isostearyl isostearate on improvement in stratum corneum water permeability barrier function as examined by the plastic occlusion stress test.,5.0000,15.6104,10.0000,30.6104,paper_signal+product_usage+official_function,candidate_unverified,none
369,Y,calcium_pca,칼슘피씨에이,Calcium PCA,40,N,effect_moisture_barrier,,0,,,,,0.0000,10.5534,20.0000,30.5534,product_usage+official_function,candidate_unverified,none
370,Y,viscum_album_mistletoe_extract,겨우살이추출물,Viscum Album (Mistletoe) Extract,40,N,effect_calming,,0,,,,,0.0000,10.5534,20.0000,30.5534,product_usage+official_function,candidate_unverified,none
371,Y,hydrogenated_polydecene,하이드로제네이티드폴리데센,Hydrogenated Polydecene,1378,N,effect_moisture_barrier,,0,,,,,0.0000,20.5440,10.0000,30.5440,product_usage+official_function,candidate_unverified,none
372,Y,hydroxypropyl_bis_hydroxyethyldimonium_chloride,하이드록시프로필비스-하이드록시에틸다이모늄클로라이드,Hydroxypropyl Bis-Hydroxyethyldimonium Chloride,39,N,effect_moisture_barrier,,0,,,,,0.0000,10.4832,20.0000,30.4832,product_usage+official_function,candidate_unverified,none
373,Y,swertia_chirata_extract,키라야타추출물,Swertia Chirata Extract,38,N,effect_moisture_barrier,,0,,,,,0.0000,10.4113,20.0000,30.4113,product_usage+official_function,candidate_unverified,none
374,Y,peg_7_amodimethicone,피이지-7아모다이메티콘,PEG-7 Amodimethicone,37,N,effect_moisture_barrier,,0,,,,,0.0000,10.3374,20.0000,30.3374,product_usage+official_function,candidate_unverified,none
375,Y,silica_silylate,실리카실릴레이트,Silica Silylate,1261,N,effect_moisture_barrier,,0,,,,,0.0000,20.2920,10.0000,30.2920,product_usage+official_function,candidate_unverified,none
376,Y,polycitronellol_acetate,폴리시트로넬올아세테이트,Polycitronellol Acetate,36,N,effect_moisture_barrier,,0,,,,,0.0000,10.2617,20.0000,30.2617,product_usage+official_function,candidate_unverified,none
377,Y,peg_10,피이지-10,PEG-10,35,N,effect_moisture_barrier,,0,,,,,0.0000,10.1838,20.0000,30.1838,product_usage+official_function,candidate_unverified,none
378,Y,polyglycerin_10,폴리글리세린-10,Polyglycerin-10,35,N,effect_moisture_barrier,,0,,,,,0.0000,10.1838,20.0000,30.1838,product_usage+official_function,candidate_unverified,none
379,Y,silkworm_cocoon_extract,누에고치추출물,Silkworm Cocoon Extract,35,N,effect_moisture_barrier,,0,,,,,0.0000,10.1838,20.0000,30.1838,product_usage+official_function,candidate_unverified,none
380,Y,symphytum_officinale_root_extract,컴프리뿌리추출물,Symphytum Officinale Root Extract,35,N,effect_acne_sebum|effect_calming,,0,,,,,0.0000,10.1838,20.0000,30.1838,product_usage+official_function,candidate_unverified,none
381,Y,octyldodecyl_stearoyl_stearate,옥틸도데실스테아로일스테아레이트,Octyldodecyl Stearoyl Stearate,1189,N,effect_moisture_barrier,,0,,,,,0.0000,20.1251,10.0000,30.1251,product_usage+official_function,candidate_unverified,none
382,Y,camellia_sinensis_extract,차나무추출물,Camellia Sinensis Extract,34,N,effect_brightening,,0,,,,,0.0000,10.1037,20.0000,30.1037,product_usage+official_function,candidate_unverified,none
383,Y,sesamum_indicum_sesame_seed_extract_kcia_2795,참깨추출물,Sesamum Indicum (Sesame) Seed Extract,34,N,effect_calming,,0,,,,,0.0000,10.1037,20.0000,30.1037,product_usage+official_function,candidate_unverified,none
384,Y,moringa_oleifera_seed_oil,드럼스틱씨오일,Moringa Oleifera Seed Oil,1174,N,effect_moisture_barrier,,0,,,,,0.0000,20.0890,10.0000,30.0890,product_usage+official_function,candidate_unverified,none
385,Y,cucumis_sativus_cucumber_fruit_extract,오이열매추출물,Cucumis Sativus (Cucumber) Fruit Extract,1166,N,effect_moisture_barrier,,0,,,,,0.0000,20.0696,10.0000,30.0696,product_usage+official_function,candidate_unverified,none
386,Y,honokiol,호노키올,Honokiol,33,N,effect_brightening,,0,,,,,0.0000,10.0214,20.0000,30.0214,product_usage+official_function,candidate_unverified,none
387,Y,sparassis_crispa_extract,꽃송이버섯추출물,Sparassis Crispa Extract,33,N,effect_moisture_barrier,,0,,,,,0.0000,10.0214,20.0000,30.0214,product_usage+official_function,candidate_unverified,none
388,Y,cetyl_esters,세틸에스터,Cetyl Esters,1141,N,effect_moisture_barrier,,0,,,,,0.0000,20.0081,10.0000,30.0081,product_usage+official_function,candidate_unverified,none
389,Y,pca_ethyl_cocoyl_arginate,피씨에이에틸코코일알지네이트,PCA Ethyl Cocoyl Arginate,32,N,effect_moisture_barrier,,0,,,,,0.0000,9.9365,20.0000,29.9365,product_usage+official_function,candidate_unverified,none
390,Y,phaeodactylum_tricornutum_extract,파에오닥틸룸 트리코르누툼추출물,Phaeodactylum Tricornutum Extract,32,N,effect_calming|effect_moisture_barrier,,0,,,,,0.0000,9.9365,20.0000,29.9365,product_usage+official_function,candidate_unverified,none
391,Y,thuja_occidentalis_leaf_extract,서양측백나무잎추출물,Thuja Occidentalis Leaf Extract,31,N,effect_brightening,,0,,,,,0.0000,9.8491,20.0000,29.8491,product_usage+official_function,candidate_unverified,none
392,Y,glyceryl_oleate,글리세릴올리에이트,Glyceryl Oleate,1066,N,effect_moisture_barrier,,0,,,,,0.0000,19.8150,10.0000,29.8150,product_usage+official_function,candidate_unverified,none
393,Y,adansonia_digitata_pulp_extract,바오밥나무펄프추출물,Adansonia Digitata Pulp Extract,30,N,effect_moisture_barrier,,0,,,,,0.0000,9.7588,20.0000,29.7588,product_usage+official_function,candidate_unverified,none
394,Y,potassium_pca,포타슘피씨에이,Potassium PCA,30,N,effect_moisture_barrier,,0,,,,,0.0000,9.7588,20.0000,29.7588,product_usage+official_function,candidate_unverified,none
395,Y,rosa_canina_fruit_oil,로즈힙열매오일,Rosa Canina Fruit Oil,1019,N,effect_moisture_barrier,,0,,,,,0.0000,19.6870,10.0000,29.6870,product_usage+official_function,candidate_unverified,none
396,Y,euphrasia_officinalis_extract,아이브라이트추출물,Euphrasia Officinalis Extract,29,N,effect_calming,,0,,,,,0.0000,9.6657,20.0000,29.6657,product_usage+official_function,candidate_unverified,none
397,Y,isopropyl_titanium_triisostearate,아이소프로필티타늄트라이아이소스테아레이트,Isopropyl Titanium Triisostearate,1007,N,effect_moisture_barrier,,0,,,,,0.0000,19.6534,10.0000,29.6534,product_usage+official_function,candidate_unverified,none
398,Y,camellia_japonica_seed_oil,동백나무씨오일,Camellia Japonica Seed Oil,983,N,effect_moisture_barrier,,0,,,,,0.0000,19.5849,10.0000,29.5849,product_usage+official_function,candidate_unverified,none
399,Y,cetraria_islandica_extract,아이슬란드이끼추출물,Cetraria Islandica Extract,28,N,effect_calming|effect_moisture_barrier,,0,,,,,0.0000,9.5693,20.0000,29.5693,product_usage+official_function,candidate_unverified,none
400,Y,lactitol,락티톨,Lactitol,28,N,effect_moisture_barrier,,0,,,,,0.0000,9.5693,20.0000,29.5693,product_usage+official_function,candidate_unverified,none
401,Y,prunus_persica_peach_juice,복숭아즙,Prunus Persica (Peach) Juice,28,N,effect_moisture_barrier,,0,,,,,0.0000,9.5693,20.0000,29.5693,product_usage+official_function,candidate_unverified,none
402,Y,coconut_acid,코코넛애씨드,Coconut Acid,966,N,effect_moisture_barrier,,0,,,,,0.0000,19.5354,10.0000,29.5354,product_usage+official_function,candidate_unverified,none
403,Y,pentaerythrityl_tetraisostearate,펜타에리스리틸테트라아이소스테아레이트,Pentaerythrityl Tetraisostearate,960,N,effect_moisture_barrier,,0,,,,,0.0000,19.5177,10.0000,29.5177,product_usage+official_function,candidate_unverified,none
404,Y,hydrogenated_vegetable_oil,하이드로제네이티드식물성오일,Hydrogenated Vegetable Oil,952,N,effect_moisture_barrier,,0,,,,,0.0000,19.4939,10.0000,29.4939,product_usage+official_function,candidate_unverified,none
405,Y,coleus_forskohlii_root_extract,포스콜리뿌리추출물,Coleus Forskohlii Root Extract,27,N,effect_moisture_barrier,,0,,,,,0.0000,9.4696,20.0000,29.4696,product_usage+official_function,candidate_unverified,none
406,Y,dihydroxypropyl_arginine_hcl,다이하이드록시프로필알지닌에이치씨엘,Dihydroxypropyl Arginine HCl,27,N,effect_moisture_barrier,,0,,,,,0.0000,9.4696,20.0000,29.4696,product_usage+official_function,candidate_unverified,none
407,Y,viscum_album_mistletoe_leaf_extract,겨우살이잎추출물,Viscum Album (Mistletoe) Leaf Extract,27,N,effect_calming,,0,,,,,0.0000,9.4696,20.0000,29.4696,product_usage+official_function,candidate_unverified,none
408,Y,orchis_mascula_flower_extract,샐렙꽃추출물,Orchis Mascula Flower Extract,26,N,effect_calming,,0,,,,,0.0000,9.3662,20.0000,29.3662,product_usage+official_function,candidate_unverified,none
409,Y,parietaria_officinalis_extract,펠리토리추출물,Parietaria Officinalis Extract,26,N,effect_calming|effect_moisture_barrier,,0,,,,,0.0000,9.3662,20.0000,29.3662,product_usage+official_function,candidate_unverified,none
410,Y,sh_oligopeptide_9,에스에이치-올리고펩타이드-9,sh-Oligopeptide-9,26,N,effect_moisture_barrier,,0,,,,,0.0000,9.3662,20.0000,29.3662,product_usage+official_function,candidate_unverified,none
411,Y,taraxacum_officinale_dandelion_rhizome_root_extract,서양민들레뿌리줄기/뿌리추출물,Taraxacum Officinale (Dandelion) Rhizome/Root Extract,26,N,effect_calming,,0,,,,,0.0000,9.3662,20.0000,29.3662,product_usage+official_function,candidate_unverified,none
412,Y,hexyl_laurate,헥실라우레이트,Hexyl Laurate,891,N,effect_moisture_barrier,,0,,,,,0.0000,19.3059,10.0000,29.3059,product_usage+official_function,candidate_unverified,none
413,Y,averrhoa_carambola_leaf_extract,스타후르츠잎추출물,Averrhoa Carambola Leaf Extract,25,N,effect_moisture_barrier,,0,,,,,0.0000,9.2590,20.0000,29.2590,product_usage+official_function,candidate_unverified,none
414,Y,betula_alba_leaf_extract,만주자작나무잎추출물,Betula Alba Leaf Extract,25,N,effect_calming,,0,,,,,0.0000,9.2590,20.0000,29.2590,product_usage+official_function,candidate_unverified,none
415,Y,peg_8_stearate,피이지-8스테아레이트,PEG-8 Stearate,25,N,effect_moisture_barrier,,0,,,,,0.0000,9.2590,20.0000,29.2590,product_usage+official_function,candidate_unverified,none
416,Y,citrus_limon_lemon_fruit_extract,레몬추출물,Citrus Limon (Lemon) Fruit Extract,876,N,effect_moisture_barrier,,0,,,,,0.0000,19.2577,10.0000,29.2577,product_usage+official_function,candidate_unverified,none
417,Y,dicaprylyl_ether,다이카프릴릴에터,Dicaprylyl Ether,861,N,effect_moisture_barrier,,0,,,,,0.0000,19.2087,10.0000,29.2087,product_usage+official_function,candidate_unverified,none
418,Y,zea_mays_corn_starch,옥수수전분,Zea Mays (Corn) Starch,844,N,effect_moisture_barrier,,0,,,,,0.0000,19.1521,10.0000,29.1521,product_usage+official_function,candidate_unverified,none
419,Y,achillea_millefolium_flower_extract,서양톱풀꽃추출물,Achillea Millefolium Flower Extract,24,N,effect_moisture_barrier,,0,,,,,0.0000,9.1475,20.0000,29.1475,product_usage+official_function,candidate_unverified,none
420,Y,ononis_spinosa_root_extract,레스트해로우뿌리추출물,Ononis Spinosa Root Extract,24,N,effect_calming,,0,,,,,0.0000,9.1475,20.0000,29.1475,product_usage+official_function,candidate_unverified,none
421,Y,rhodomyrtus_tomentosa_fruit_extract,도금양열매추출물,Rhodomyrtus Tomentosa Fruit Extract,24,N,effect_moisture_barrier,,0,,,,,0.0000,9.1475,20.0000,29.1475,product_usage+official_function,candidate_unverified,none
422,Y,ceramide_ag,세라마이드에이지,Ceramide AG,23,N,effect_moisture_barrier,,0,,,,,0.0000,9.0315,20.0000,29.0315,product_usage+official_function,candidate_unverified,none
423,Y,hydrolyzed_linseed_seed,하이드롤라이즈드아마씨,Hydrolyzed Linseed Seed,23,N,effect_moisture_barrier,,0,,,,,0.0000,9.0315,20.0000,29.0315,product_usage+official_function,candidate_unverified,none
424,Y,oenocarpus_bataua_fruit_oil,바투아야자열매오일,Oenocarpus Bataua Fruit Oil,23,N,effect_moisture_barrier,,0,,,,,0.0000,9.0315,20.0000,29.0315,product_usage+official_function,candidate_unverified,none
425,Y,sodium_caproyl_lauroyl_lactylate,소듐카프로일/라우로일락틸레이트,Sodium Caproyl/Lauroyl Lactylate,23,N,effect_acne_sebum,,0,,,,,0.0000,9.0315,20.0000,29.0315,product_usage+official_function,candidate_unverified,none
426,Y,sodium_mannose_phosphate,소듐만노오스포스페이트,Sodium Mannose Phosphate,23,N,effect_moisture_barrier,,0,,,,,0.0000,9.0315,20.0000,29.0315,product_usage+official_function,candidate_unverified,none
427,Y,butylene_glycol_dicaprylate_dicaprate,부틸렌글라이콜다이카프릴레이트/다이카프레이트,Butylene Glycol Dicaprylate/Dicaprate,795,N,effect_moisture_barrier,,0,,,,,0.0000,18.9824,10.0000,28.9824,product_usage+official_function,candidate_unverified,none
428,Y,euphorbia_cerifera_candelilla_wax,칸데릴라왁스,Euphorbia Cerifera (Candelilla) Wax,786,N,effect_moisture_barrier,,0,,,,,0.0000,18.9500,10.0000,28.9500,product_usage+official_function,candidate_unverified,none
429,Y,dibutyl_adipate,다이부틸아디페이트,Dibutyl Adipate,779,N,effect_moisture_barrier,,0,,,,,0.0000,18.9246,10.0000,28.9246,product_usage+official_function,candidate_unverified,none
430,Y,hydrogenated_olive_oil_unsaponifiables,하이드로제네이티드올리브오일불검화물,Hydrogenated Olive Oil Unsaponifiables,777,N,effect_moisture_barrier,,0,,,,,0.0000,18.9174,10.0000,28.9174,product_usage+official_function,candidate_unverified,none
431,Y,bis_ethoxydiglycol_cyclohexane_1_4_dicarboxylate,"비스-에톡시다이글라이콜사이클로헥산1,4-다이카복실레이 트","Bis-Ethoxydiglycol Cyclohexane 1,4-Dicarboxylate",22,N,effect_moisture_barrier,,0,,,,,0.0000,8.9106,20.0000,28.9106,product_usage+official_function,candidate_unverified,none
432,Y,stearyl_palmitate,스테아릴팔미테이트,Stearyl Palmitate,22,N,effect_moisture_barrier,,0,,,,,0.0000,8.9106,20.0000,28.9106,product_usage+official_function,candidate_unverified,none
433,Y,cyclomethicone,사이클로메티콘,Cyclomethicone,128,N,effect_moisture_barrier,8,10,abstract_exact,reference_only,23710417,Pilot study to evaluate the effect of topical dimethicone on clinical signs and skin barrier function in dogs with naturally occurring atopic dermatitis.,5.0000,13.8108,10.0000,28.8108,paper_signal+product_usage+official_function,candidate_unverified,none
434,Y,palmitoyl_palmitamide_mea,팔미토일팔미타마이드엠이에이,Palmitoyl Palmitamide MEA,21,N,effect_moisture_barrier,,0,,,,,0.0000,8.7842,20.0000,28.7842,product_usage+official_function,candidate_unverified,none
435,Y,oenothera_biennis_evening_primrose_oil,달맞이꽃오일,Oenothera Biennis (Evening Primrose) Oil,733,N,effect_moisture_barrier,,0,,,,,0.0000,18.7519,10.0000,28.7519,product_usage+official_function,candidate_unverified,none
436,Y,copernicia_cerifera_carnauba_wax,카나우바왁스,Copernicia Cerifera (Carnauba) Wax,723,N,effect_moisture_barrier,,0,,,,,0.0000,18.7129,10.0000,28.7129,product_usage+official_function,candidate_unverified,none
437,Y,peg_75_lanolin,피이지-75라놀린,PEG-75 Lanolin,71,N,effect_moisture_barrier,7,13,abstract_exact,combination_or_formulation,36577808,Film-Forming Properties of Topical Formulations for Skin and Hair: In Vivo and In Vitro Studies Using Biophysical and Imaging Techniques.,6.5000,12.1536,10.0000,28.6536,paper_signal+product_usage+official_function,candidate_unverified,none
438,Y,betaphycus_gelatinum_extract,베타피쿠스 겔라티눔추출물,Betaphycus Gelatinum Extract,20,N,effect_brightening,,0,,,,,0.0000,8.6520,20.0000,28.6520,product_usage+official_function,candidate_unverified,none
439,Y,methyl_glucose_dioleate,메틸글루코오스다이올리에이트,Methyl Glucose Dioleate,20,N,effect_moisture_barrier,,0,,,,,0.0000,8.6520,20.0000,28.6520,product_usage+official_function,candidate_unverified,none
440,Y,methylheptylglycerin,메틸헵틸글리세린,Methylheptylglycerin,20,N,effect_moisture_barrier,,0,,,,,0.0000,8.6520,20.0000,28.6520,product_usage+official_function,candidate_unverified,none
441,Y,peg_9,피이지-9,PEG-9,20,N,effect_moisture_barrier,,0,,,,,0.0000,8.6520,20.0000,28.6520,product_usage+official_function,candidate_unverified,none
442,Y,sulfated_castor_oil,설페이티드캐스터오일,Sulfated Castor Oil,20,N,effect_moisture_barrier,,0,,,,,0.0000,8.6520,20.0000,28.6520,product_usage+official_function,candidate_unverified,none
443,Y,zymomonas_ferment_extract,자이모모나스발효추출물,Zymomonas Ferment Extract,20,N,effect_moisture_barrier,,0,,,,,0.0000,8.6520,20.0000,28.6520,product_usage+official_function,candidate_unverified,none
444,Y,propylene_glycol_dicaprylate_dicaprate,프로필렌글라이콜다이카프릴레이트/다이카프레이트,Propylene Glycol Dicaprylate/Dicaprate,698,N,effect_moisture_barrier,,0,,,,,0.0000,18.6131,10.0000,28.6131,product_usage+official_function,candidate_unverified,none
445,Y,tridecyl_trimellitate,트라이데실트라이멜리테이트,Tridecyl Trimellitate,692,N,effect_moisture_barrier,,0,,,,,0.0000,18.5886,10.0000,28.5886,product_usage+official_function,candidate_unverified,none
446,Y,avena_sativa_oat_kernel_extract,귀리커넬추출물,Avena Sativa (Oat) Kernel Extract,682,N,effect_moisture_barrier,,0,,,,,0.0000,18.5473,10.0000,28.5473,product_usage+official_function,candidate_unverified,none
447,Y,diisopropyl_sebacate,다이아이소프로필세바케이트,Diisopropyl Sebacate,682,N,effect_moisture_barrier,,0,,,,,0.0000,18.5473,10.0000,28.5473,product_usage+official_function,candidate_unverified,none
448,Y,neopentyl_glycol_diheptanoate,네오펜틸글라이콜다이헵타노에이트,Neopentyl Glycol Diheptanoate,682,N,effect_moisture_barrier,,0,,,,,0.0000,18.5473,10.0000,28.5473,product_usage+official_function,candidate_unverified,none
449,Y,laminaria_saccharina_extract,슈가켈프추출물,Laminaria Saccharina Extract,677,N,effect_moisture_barrier,,0,,,,,0.0000,18.5264,10.0000,28.5264,product_usage+official_function,candidate_unverified,none
450,Y,arginine_pca,알지닌피씨에이,Arginine PCA,19,N,effect_moisture_barrier,,0,,,,,0.0000,8.5134,20.0000,28.5134,product_usage+official_function,candidate_unverified,none
451,Y,coix_lacryma_jobi_ma_yuen_seed_powder,율무씨가루,Coix Lacryma-Jobi Ma-yuen Seed Powder,19,N,effect_moisture_barrier,,0,,,,,0.0000,8.5134,20.0000,28.5134,product_usage+official_function,candidate_unverified,none
452,Y,platonia_insignis_seed_butter,바쿠리씨버터,Platonia Insignis Seed Butter,19,N,effect_moisture_barrier,,0,,,,,0.0000,8.5134,20.0000,28.5134,product_usage+official_function,candidate_unverified,none
453,Y,prunus_persica_peach_kernel_extract,복숭아씨추출물,Prunus Persica (Peach) Kernel Extract,19,N,effect_moisture_barrier,,0,,,,,0.0000,8.5134,20.0000,28.5134,product_usage+official_function,candidate_unverified,none
454,Y,scrophularia_nodosa_extract,스크로폴라리아 노도사추출물,Scrophularia Nodosa Extract,19,N,effect_calming,,0,,,,,0.0000,8.5134,20.0000,28.5134,product_usage+official_function,candidate_unverified,none
455,Y,tamarindus_indica_extract,타마린드추출물,Tamarindus Indica Extract,19,N,effect_exfoliation,,0,,,,,0.0000,8.5134,20.0000,28.5134,product_usage+official_function,candidate_unverified,none
456,Y,helianthus_annuus_sunflower_extract,해바라기추출물,Helianthus Annuus (Sunflower) Extract,671,N,effect_moisture_barrier,,0,,,,,0.0000,18.5011,10.0000,28.5011,product_usage+official_function,candidate_unverified,none
457,Y,davidsonia_jerseyana_fruit_extract,다비드소니아 예르세야나열매추출물,Davidsonia Jerseyana Fruit Extract,18,N,effect_moisture_barrier,,0,,,,,0.0000,8.3676,20.0000,28.3676,product_usage+official_function,candidate_unverified,none
458,Y,glycereth_20,글리세레스-20,Glycereth-20,18,N,effect_moisture_barrier,,0,,,,,0.0000,8.3676,20.0000,28.3676,product_usage+official_function,candidate_unverified,none
459,Y,peg_14,피이지-14,PEG-14,18,N,effect_moisture_barrier,,0,,,,,0.0000,8.3676,20.0000,28.3676,product_usage+official_function,candidate_unverified,none
460,Y,peg_33,피이지-33,PEG-33,18,N,effect_moisture_barrier,,0,,,,,0.0000,8.3676,20.0000,28.3676,product_usage+official_function,candidate_unverified,none
461,Y,prunus_serotina_wild_cherry_bark_extract,블랙체리나무껍질추출물,Prunus Serotina (Wild Cherry) Bark Extract,18,N,effect_moisture_barrier,,0,,,,,0.0000,8.3676,20.0000,28.3676,product_usage+official_function,candidate_unverified,none
462,Y,rhododendron_chrysanthum_leaf_extract,노랑만병초잎추출물,Rhododendron Chrysanthum Leaf Extract,18,N,effect_calming|effect_moisture_barrier,,0,,,,,0.0000,8.3676,20.0000,28.3676,product_usage+official_function,candidate_unverified,none
463,Y,sclerocarya_birrea_seed_butter,마룰라씨버터,Sclerocarya Birrea Seed Butter,18,N,effect_moisture_barrier,,0,,,,,0.0000,8.3676,20.0000,28.3676,product_usage+official_function,candidate_unverified,none
