product_code,source_prefix,current_brand,product_name,suspected_brand,issue_type,recommended_action,confidence,note
lookfantastic_727d53dce179f0,lookfantastic,The INKEY List,Briogeo Scalp Revival Charcoal + Tea Tree Scalp Treatment Serum 30ml,Briogeo,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=The INKEY List; The Ordinary
lookfantastic_682bd56b3bbc1a,lookfantastic,The Ordinary,Briogeo Destined for Density Caffeine and Biotin Peptide Density Conditioner 236ml,Briogeo,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Briogeo; The Ordinary
lookfantastic_bbc1f100cbe354,lookfantastic,Umberto Giannini,Briogeo Curl Charisma Rice Amino and Quinoa Frizz Control Gel 162ml,Briogeo,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Briogeo; Umberto Giannini
lookfantastic_9ad86f9aeea99c,lookfantastic,Armani,By Terry Hyaluronic Global Serum 30ml,By Terry,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Armani; By Terry
lookfantastic_7dad992c035f9f,lookfantastic,Armani,By Terry Hyaluronic Serum Concealer (Various Shades) 1. Rosy Light,By Terry,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Armani; PATRICK TA
lookfantastic_a9ea33f41c8661,lookfantastic,Clinique,By Terry Crayon Blackstar Eyeliner 1.64g (Various Shades) Black Print,By Terry,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=By Terry; Clinique
lookfantastic_ea7139bbec6642,lookfantastic,Laura Mercier,By Terry Hyaluronic Hydra-Powder 8HA,By Terry,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=By Terry; Hourglass; Laura Mercier
lookfantastic_8f268413dafada,lookfantastic,Laura Mercier,By Terry Hyaluronic Pressed Hydra-Powder 8HA Travel-Size,By Terry,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=By Terry; Laura Mercier; NARS
lookfantastic_ff01ab38c4f82e,lookfantastic,MAC,By Terry Hyaluronic Lip Liner (Various Shades) 1. Sexy Nude,By Terry,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=HUDA BEAUTY; MAC
lookfantastic_592981e7207e91,lookfantastic,MAC,By Terry Hyaluronic Pressed Hydra-Powder 8HA,By Terry,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=By Terry; MAC
lookfantastic_9920c682390c36,lookfantastic,NARS,By Terry Refill Lipstick Rouge Opulent (Various Shades),By Terry,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=HUDA BEAUTY; NARS
lookfantastic_861db82a3d34f7,lookfantastic,NARS,By Terry Terrybly Mascara 8ml (Various Shades) 1. Black Parti-Pris,By Terry,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=By Terry; NARS
lookfantastic_118d0ddefba6c3,lookfantastic,RoC Skincare,By Terry Tea To Tan Lip & Cheek 5ml,By Terry,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=PATRICK TA; RoC Skincare
lookfantastic_75fe9ee159f2c7,lookfantastic,Tanologist,By Terry Tea to Tan Face and Body Matte Finish Travel Size 30ml,By Terry,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Tan-Luxe; Tanologist
lookfantastic_52086a32e624e5,lookfantastic,Urban Decay,By Terry Hyaluronic Global Eye Serum 15ml,By Terry,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=PATRICK TA; Urban Decay
lookfantastic_5ece9699a98f5f,lookfantastic,NARS,Clinique Almost Lipstick 1.9g Pink Honey,CLINIQUE,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Clinique; NARS
lookfantastic_40ac174ba035e0,lookfantastic,Gatineau,COOLA Sunless Tan Face Serum 40ml,COOLA,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Gatineau; Tan-Luxe
lookfantastic_1f6510b71b4a34,lookfantastic,La Roche-Posay,COOLA Classic Face Mist SPF 50+ 100ml,COOLA,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=COOLA; La Roche-Posay
lookfantastic_b3060d95f178e1,lookfantastic,Piz Buin,COOLA Radical Recovery After Sun Lotion 148ml,COOLA,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=COOLA; Piz Buin
lookfantastic_8adaf1a7d97a9a,lookfantastic,Erborian,COSRX 5 PDRN Hyaluronic Acid Vital Hydrating Hydrogel Mask (Pack of 1),COSRX,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Erborian; PATRICK TA
lookfantastic_c31b5d8febd5e0,lookfantastic,La Roche-Posay,COSRX 5 PDRN Hyaluronic Acid Vital Hydrating Hydrogel Mask 3EA,COSRX,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=COSRX; La Roche-Posay
lookfantastic_8cd848298978be,lookfantastic,The Ordinary,COSRX The Ceramide Skin Barrier Moisturizing Mist 120ml,COSRX,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=COSRX; The Ordinary
lookfantastic_43daba8423483b,lookfantastic,Avène,Caudalie Fleur de Vigne Shower Gel 200ml,Caudalie,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Avène; Caudalie
lookfantastic_af0d1e4214faa4,lookfantastic,BEAUTYPRO,Caudalie Gentle Buffing Cream 75ml,Caudalie,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=BEAUTYPRO; Caudalie
lookfantastic_de84bdfd945da0,lookfantastic,CeraVe,Caudalie Vinopure Salicylic Spot Solution 15ml,Caudalie,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=CeraVe; PATRICK TA
lookfantastic_de3aa6017c231c,lookfantastic,Eucerin,Caudalie Vinoperfect Dark Spot Correcting Hand Cream 50ml,Caudalie,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Caudalie; Eucerin
lookfantastic_098b9174348360,lookfantastic,Hello Sunday,Caudalie After-Sun Repairing Lotion 200ml,Caudalie,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Hello Sunday; NUXE
lookfantastic_5d193592035ffa,lookfantastic,La Roche-Posay,Caudalie After-Sun Repairing Lotion 400ml,Caudalie,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=HUDA BEAUTY; La Roche-Posay
lookfantastic_d0c74e8a82a86f,lookfantastic,La Roche-Posay,Caudalie Very High Protection Lightweight Cream SPF50+ 40ml,Caudalie,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Caudalie; La Roche-Posay
lookfantastic_c86d2231418f5a,lookfantastic,Mario Badescu,Caudalie Eau des Vignes Shower Gel 200ml,Caudalie,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Mario Badescu; The Ordinary
lookfantastic_dac3497b6b4021,lookfantastic,NARS,Caudalie Premier Cru Anti-Aging Cream Moisturiser Refill 50ml,Caudalie,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Caudalie; NARS
lookfantastic_3750d09362a115,lookfantastic,NUXE,Caudalie Rose de Vigne Shower Gel 200ml,Caudalie,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=NUXE; The Ordinary
lookfantastic_95a4583267e9a6,lookfantastic,The Ordinary,Caudalie Vinotherapist Nourishing Body Lotion 400ml,Caudalie,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Caudalie; The Ordinary
lookfantastic_23bb7ded43968a,lookfantastic,Weleda,Caudalie Vinosculpt Lift and Firm Body Cream 250ml,Caudalie,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Paula's Choice; Weleda
lookfantastic_c169d1b1aaf50a,lookfantastic,Beauty Works,CeraVe Purifying Micellar Water 400ml,CeraVe,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Beauty Works; CeraVe
lookfantastic_51fa7385b187a5,lookfantastic,La Roche-Posay,"CeraVe Invisible Hydrating Sunscreen SPF 30 for body, face, & all skin types with 3 essential ceramides 177 ml",CeraVe,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=La Roche-Posay; PATRICK TA
lookfantastic_735a833322ad42,lookfantastic,La Roche-Posay,"CeraVe Invisible Hydrating Sunscreen SPF 30 for body, face, & all skin types with 3 essential ceramides 75 ml",CeraVe,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=CeraVe; La Roche-Posay
lookfantastic_6ae34b61659f41,lookfantastic,La Roche-Posay,"CeraVe Invisible Hydrating Sunscreen SPF 50 for body, face, & all skin types with 3 essential ceramides 177 ml",CeraVe,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=CeraVe; La Roche-Posay
lookfantastic_401d4be3602113,lookfantastic,The Ordinary,CeraVe Eye Repair Cream for Dark Circles & Puffiness 14 ml,CeraVe,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=La Roche-Posay; The Ordinary
lookfantastic_24bd7f7a7d4838,lookfantastic,The Ordinary,CeraVe Resurfacing Retinol Serum with Ceramides and Niacinamide for Blemish-Prone Skin 30ml,CeraVe,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Paula's Choice; The Ordinary
lookfantastic_a71981452c6ee9,lookfantastic,Antipodes,Chantecaille Gold Recovery Mask 50ml,Chantecaille,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Antipodes; Chantecaille
lookfantastic_c85991a18d6de4,lookfantastic,Clinique,Chantecaille Perfect Blur Finishing Powder - Light Light/Medium,Chantecaille,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Chantecaille; Clinique
lookfantastic_ded2ae7d8ae0d5,lookfantastic,Clinique,Chantecaille Radiance Gel Bronzer 20ml,Chantecaille,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Chantecaille; Clinique
lookfantastic_694adb147ed905,lookfantastic,Eucerin,Chantecaille Blanc Peony Face Cream Dark Spot Corrector 50ml,Chantecaille,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Chantecaille; Eucerin
lookfantastic_4b1f69a9090e25,lookfantastic,Eucerin,Chantecaille Blanc Peony Face Serum Dark Spot Corrector 30ml,Chantecaille,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Chantecaille; Eucerin
lookfantastic_16ece2f65f03b3,lookfantastic,Kerastase,Chantecaille Ultra Sun Protection Sunscreen SPF45 - 40ml,Chantecaille,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Kerastase; Westman Atelier
lookfantastic_70d490b52e09ae,lookfantastic,La Roche-Posay,Chantecaille Rice & Geranium Foaming Cleanser 75ml,Chantecaille,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Chantecaille; La Roche-Posay
lookfantastic_4a504f84c7305d,lookfantastic,NARS,Chantecaille Rose de Mai Lip Balm 2.5g,Chantecaille,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Chantecaille; NARS
lookfantastic_69448ea675aaa0,lookfantastic,Omorovicza,Chantecaille Le Camouflage Stylo Concealer #2,Chantecaille,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Chantecaille; Omorovicza
lookfantastic_de942de3697def,lookfantastic,Sarah Chapman,Chantecaille Jasmine and Lily Calming Mask 50ml,Chantecaille,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Chantecaille; Sarah Chapman
lookfantastic_e41474b7ee2e25,lookfantastic,Smashbox,Chantecaille Full Brow Perfecting Gel & Tint 5.5ml (Various Shades) Light,Chantecaille,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Chantecaille; Smashbox
lookfantastic_605c8e9b691277,lookfantastic,The Ordinary,Chantecaille Rose de Mai Face Oil,Chantecaille,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Chantecaille; The Ordinary
lookfantastic_61690a88cab42d,lookfantastic,Urban Decay,Chantecaille Lip Definer Natural,Chantecaille,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Chantecaille; Urban Decay
lookfantastic_522cfb7e9b5287,lookfantastic,benefit,Chantecaille Gold Energizing Eye Serum 15ml,Chantecaille,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Chantecaille; benefit
lookfantastic_72110516e39fa9,lookfantastic,benefit,Chantecaille Waterproof Brow Definer Ash Blonde,Chantecaille,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Chantecaille; benefit
lookfantastic_c70db3eb25b3b3,lookfantastic,Aveda,Christophe Robin Detangling Hairbrush with Natural Boar-Bristle and Wood,Christophe Robin,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Aveda; Color Wow
lookfantastic_38fcfff1128349,lookfantastic,Color Wow,Christophe Robin Curl Mist 150ml,Christophe Robin,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Christophe Robin; Color Wow
lookfantastic_55a35cc6120862,lookfantastic,Color Wow,Christophe Robin Shade Variation Shampoo with Florentina Iris 250ml,Christophe Robin,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Christophe Robin; Color Wow; UNITE Hair
lookfantastic_ea3eba52904368,lookfantastic,Kerastase,Christophe Robin Fortifying Duo,Christophe Robin,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=HUDA BEAUTY; Kerastase
lookfantastic_2867589badca05,lookfantastic,Kerastase,Christophe Robin Shade Variation Conditioner with Florentina Iris 200ml,Christophe Robin,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Anastasia Beverly Hills; Christophe Robin; Kerastase
lookfantastic_2459ab5b727a2f,lookfantastic,The Ordinary,Christophe Robin Fortifying Scalp Serum 50ml,Christophe Robin,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Christophe Robin; The Ordinary
lookfantastic_b0cd56dd0e1d01,lookfantastic,Weleda,Christophe Robin Night Recovery Cream with White Lotus Flower 150ml,Christophe Robin,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Christophe Robin; Weleda
lookfantastic_a45aac73092d91,lookfantastic,L'Oréal Professionnel,Coco & Eve Super Hydrating Cream Conditioner 70ml,Coco & Eve,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=L'Oréal Professionnel; PATRICK TA
lookfantastic_4e1b85b0e7edd4,lookfantastic,Vichy,Coco & Eve Intensive Hair Repairing Leave-in Treatment 50ml,Coco & Eve,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Coco & Eve; Vichy
lookfantastic_6829fd72fcc145,lookfantastic,Wella Professionals Care,Coco & Eve Sweet Repair Repairing and Restoring Hair Mask 212ml,Coco & Eve,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Summer Fridays; Wella Professionals Care
lookfantastic_f800309aad4e18,lookfantastic,Vichy,DHC Deep Cleansing Oil Duo 2 x 200ml,DHC,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=DHC; Vichy
lookfantastic_7d6f0119e45587,lookfantastic,Anua,Dr. Althea Vitamin C Boosting Serum 30ml,Dr. Althea,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Anua; innisfree
lookfantastic_9381afd787ff81,lookfantastic,Beauty Of Joseon,Dr. Althea Pore Refresh Grinding Cleansing Balm 50ml,Dr. Althea,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Beauty Of Joseon; PATRICK TA
lookfantastic_d961f5b5c81937,lookfantastic,Beauty Of Joseon,Dr. Althea Pure Grinding Cleansing Balm 50ml,Dr. Althea,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Beauty Of Joseon; PATRICK TA
lookfantastic_a409b82036b329,lookfantastic,Beauty of Joseon,Dr. Althea Aqua Blue Hydration Mask 28g*4pcs,Dr. Althea,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Beauty of Joseon; PATRICK TA
lookfantastic_1c0369105ae5ca,lookfantastic,Beauty of Joseon,Dr. Althea Cushion Veil Calming Mask 35g*4pcs,Dr. Althea,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Beauty of Joseon; PATRICK TA
lookfantastic_c5ed0433eb0907,lookfantastic,Beauty of Joseon,Dr. Althea Gentle Vitamin C Serum 30ml,Dr. Althea,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Beauty of Joseon; The Ordinary
lookfantastic_7c170aec37e296,lookfantastic,Kiehl's Since 1851,Dr. Althea Rapid Firm Sculpting Cream 45ml,Dr. Althea,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Kiehl's Since 1851; PATRICK TA
lookfantastic_63299a13c1dcf0,lookfantastic,La Roche-Posay,Dr. Althea 147 Barrier Cream 50ml,Dr. Althea,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Beauty of Joseon; La Roche-Posay
lookfantastic_b21e4d2c53b7e6,lookfantastic,La Roche-Posay,Dr. Althea 345 Relief Cream 50ml,Dr. Althea,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Beauty of Joseon; La Roche-Posay
lookfantastic_cfc8055dada863,lookfantastic,La Roche-Posay,Dr. Althea Amino Acid Gentle Bubble Cleanser 140ml,Dr. Althea,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=La Roche-Posay; The INKEY List
lookfantastic_23e69103869b1f,lookfantastic,Medik8,Dr. Althea Green Relief Amino Gel Cleanser 100ml,Dr. Althea,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Medik8; PATRICK TA
lookfantastic_0daf63a6bc0fe8,lookfantastic,Aesop,Dr. Barbara Sturm The Better B Niacinamide Serum 30ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Aesop; Dr. Barbara Sturm
lookfantastic_5fc6d83b514785,lookfantastic,Armani,Dr. Barbara Sturm Anti-Hair Fall Shampoo 250ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Armani; Westman Atelier
lookfantastic_e32999348760b2,lookfantastic,By Terry,Dr. Barbara Sturm Summer Kit 25,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=By Terry; Dr. Barbara Sturm
lookfantastic_36b888368cfb83,lookfantastic,Caudalie,Dr. Barbara Sturm Hydrating Face Mist 50ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Caudalie; Sunday Riley
lookfantastic_537afbae26c521,lookfantastic,Christophe Robin,Dr. Barbara Sturm Super Anti-Ageing Cleansing Cream 125ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Christophe Robin; Dr. Barbara Sturm
lookfantastic_97895ccfe348ae,lookfantastic,Clinique,Dr. Barbara Sturm Eye Cream 15ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Clinique; Dr. Barbara Sturm
lookfantastic_9d986e6b05d7ce,lookfantastic,Dermalogica,Dr. Barbara Sturm Enzyme Cleanser 75g,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Dermalogica; Dr. Barbara Sturm
lookfantastic_1bfa310a26d2d6,lookfantastic,Dermalogica,Dr. Barbara Sturm Face Cream Light 50ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Dermalogica; Dr. Barbara Sturm
lookfantastic_324f8b724dfe88,lookfantastic,Dermalogica,Dr. Barbara Sturm Facial Scrub 100ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Dermalogica; Dr. Barbara Sturm
lookfantastic_f16c1374987026,lookfantastic,Dermalogica,Dr. Barbara Sturm The Good C Vitamin C Serum 30ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Dermalogica; Dr. Barbara Sturm; Paula's Choice
lookfantastic_48e0d4dd8a4d9a,lookfantastic,Estée Lauder,Dr. Barbara Sturm Darker Skin Tones Discovery Kit,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Estée Lauder; HUDA BEAUTY
lookfantastic_540c9fd3446bcc,lookfantastic,Eucerin,Dr. Barbara Sturm Super Anti-Aging Neck and Decollete Cream 50ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Dr. Barbara Sturm; Eucerin
lookfantastic_3877763f2baa5c,lookfantastic,Garnier,Dr. Barbara Sturm Face Cream 50ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Dr. Barbara Sturm; Garnier
lookfantastic_9c8c30920429da,lookfantastic,Kerastase,Dr. Barbara Sturm Anti-Hair Fall Scalp Serum 50ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Kerastase; Oribe
lookfantastic_368ca32f1959ac,lookfantastic,Kiehl's Since 1851,Dr. Barbara Sturm Face Mask 50ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Dr. Barbara Sturm; Kiehl's Since 1851
lookfantastic_3a548779f9b29b,lookfantastic,Medik8,Dr. Barbara Sturm Darker Skin Tones Cleanser 150ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Dr. Barbara Sturm; Medik8
lookfantastic_96550f9e6a5125,lookfantastic,Medik8,Dr. Barbara Sturm Darker Skin Tones Hyaluronic Serum 30ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Dr. Barbara Sturm; Medik8
lookfantastic_901d6d69e13ba8,lookfantastic,Medik8,Dr. Barbara Sturm Hyaluronic Serum (Various Sizes),Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Dr. Barbara Sturm; Medik8
lookfantastic_4e4ebcc7489c6a,lookfantastic,NARS,Dr. Barbara Sturm Super Anti-Aging Night Cream 50ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Dr. Barbara Sturm; NARS
lookfantastic_00dbc631436e9a,lookfantastic,Pai,Dr. Barbara Sturm Ceramide Drops Face Oil 30ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Dr. Barbara Sturm; Kate Somerville; Pai
lookfantastic_4fc45e73c22bd1,lookfantastic,Peter Thomas Roth,Dr. Barbara Sturm Clarifying Serum,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Dr. Barbara Sturm; Peter Thomas Roth
lookfantastic_6a2fd0695ca359,lookfantastic,RapidLash,Dr. Barbara Sturm Body Sun Cream SPF 30 150ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Christophe Robin; RapidLash
lookfantastic_0add325743bc30,lookfantastic,Redken,Dr. Barbara Sturm Clarifying Face Cream 50ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Dr. Barbara Sturm; Medik8; Redken
lookfantastic_dae5683bb18317,lookfantastic,Redken,Dr. Barbara Sturm Darker Skin Tones Face Cream 50ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Dr. Barbara Sturm; HUDA BEAUTY; Redken
lookfantastic_5442479bf78904,lookfantastic,Sarah Chapman,Dr. Barbara Sturm Night Serum,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Dr. Barbara Sturm; Sarah Chapman
lookfantastic_fd29fe52326992,lookfantastic,The Ordinary,Dr. Barbara Sturm Calming Serum,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Dr. Barbara Sturm; The Ordinary
lookfantastic_b0240348d3741f,lookfantastic,The Ordinary,Dr. Barbara Sturm Hyaluronic Serum 10ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Dr. Barbara Sturm; The Ordinary
lookfantastic_b093488e02e6d8,lookfantastic,Weleda,Dr. Barbara Sturm Anti-Aging Body Cream 200ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Dr. Barbara Sturm; Weleda
lookfantastic_53ad032ed5fd39,lookfantastic,Weleda,Dr. Barbara Sturm Super Anti-Aging Serum,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Dr. Barbara Sturm; Weleda
lookfantastic_20d68cdb2b8cb7,lookfantastic,YSL,Dr. Barbara Sturm Baby & Kids Body Cream 150ml,Dr. Barbara Sturm,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=HUDA BEAUTY; YSL
lookfantastic_0330e1d989303b,lookfantastic,Beauty Of Joseon,Dr.Jart+ Vital Hydra Solution Hydro Plump Water Cream 50ml,Dr. Jart+,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Beauty Of Joseon; Dr.Jart+
lookfantastic_1c3a97bef01c0b,lookfantastic,Beauty of Joseon,Dr.Jart+ Cryo Rubber™ Firming Hydrogel Mask with Adenosine,Dr. Jart+,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Beauty of Joseon; Dr.Jart+
lookfantastic_77ac43af3d98b7,lookfantastic,Beauty of Joseon,Dr.Jart+ Pore Remedy Renewing Foam Cleanser 150ml,Dr. Jart+,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Beauty of Joseon; Glow Recipe
lookfantastic_66b30bc45b2fba,lookfantastic,Biodance,Dr.Jart+ Cryo Sorbet™ Icy Facial Mask - 4 Pack,Dr. Jart+,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Biodance; PATRICK TA
lookfantastic_d6009531f4bbad,lookfantastic,Caudalie,Dr.Jart+ Ceramidin Moisturising Hand Cream 100ml,Dr. Jart+,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Caudalie; HUDA BEAUTY
lookfantastic_8bb57b7da98fe9,lookfantastic,Kiehl's Since 1851,Dr. Jart+ Brightamin Brightening Eye Serum Stick,Dr. Jart+,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=Kiehl's Since 1851; Medik8
lookfantastic_d367c906f8540a,lookfantastic,LANEIGE,Dr.Jart+ Vital Hydra Solution Hydrating Lip Mask 17g,Dr. Jart+,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=LANEIGE; PATRICK TA
lookfantastic_c6dc0f2ee549a8,lookfantastic,LANEIGE,Dr.Jart+ Vital Hydra Solution™ Hydrating Lip Mask Bubble Gum 17g,Dr. Jart+,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=LANEIGE; Summer Fridays
lookfantastic_025d1824fb2d48,lookfantastic,La Roche-Posay,Dr.Jart+ Ceramidin Cream 15ml,Dr. Jart+,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=La Roche-Posay; Summer Fridays
lookfantastic_f897909d41d0da,lookfantastic,La Roche-Posay,Dr.Jart+ Ceramidin Lip Balm 7ml,Dr. Jart+,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=La Roche-Posay; Ultra Violette
lookfantastic_26a1b9cb769d0a,lookfantastic,La Roche-Posay,Dr.Jart+ Ceramidin Skin Barrier Serum Toner 150ml,Dr. Jart+,needs_manual_review,manual_review,0.55,same product_name appears under multiple brands; brands=LANEIGE; La Roche-Posay
