ingredient_id,paper_key,report_id,outcome_result_id,outcome_id_status,outcome_rank,study_id,comparison_id,pmid,doi,section,page_table_figure,evidence_span,arm_ids,ingredient_outcome_relation,effect_mapping_status,effect_id,mapped_effect_ids,raw_new_effect_candidate,new_effect_candidate,raw_outcome_name,outcome_concept_id,positive_direction,instrument,model,channel,parameter,unit,estimate_direction,outcome_direction,study_design,contrast_type,eligible_contrast,p_or_ci_in_span,p_value_operator,p_value,ci_low,ci_high,alpha,n_analyzed_by_arm,paired_analysis,multiplicity_adjusted,analysis_population,pre_post_comparison,objective_or_validated_measure,statistical_gate_status,statistical_support,statistical_conclusion,equivalence_supported,safety_signal,hedge_flag,hedge_span,explicit_result_available,intervention_arm,comparator_arm,timepoint,estimate,effect_estimate,estimate_type,estimate_unit,eligibility_status,verification_status,applicability_status,score_status,machine_signal_status,full_text_status,review_status,runtime_score_change,manifest_version,manifest_sha256,ingredient_dictionary_sha256,outcome_dictionary_sha256,direction_dictionary_sha256,policy_version
aspartic_acid,DOI:10.1111/ics.12250,DOI:10.1111/ics.12250,outcome:affa72651564c73cf6cc62ea,provisional_abstract,1,not_clustered,not_extracted,,10.1111/ics.12250,not_extracted,not_extracted,In vivo topical application of acetyl aspartic acid increases fibrillin‐1 and collagen IV deposition leading to a significant improvement of skin firmness,not_extracted,direct,mapped_existing,effect_wrinkle,effect_wrinkle,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,positive,unclear,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,Y,failed_missing_eligible_contrast,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,Y,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
aspartic_acid,DOI:10.1111/ics.12250,DOI:10.1111/ics.12250,outcome:aa29b492a0267efb05fdaedb,provisional_abstract,2,not_clustered,not_extracted,,10.1111/ics.12250,not_extracted,not_extracted,"Conclusion In this study, we showed the in vivo efficacy of 1% A‐A‐A both on a protein level (fibrillin and collagen IV ) and on a clinical end point, specifically skin firmness, providing proof that, acetyl aspartic acid has a strong potential as an anti‐ageing ‘cosmeceutical’ ingredient answering the needs of our key consumer base.",not_extracted,contextual_mention,unmapped_outcome,not_applicable,effect_wrinkle,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,Y,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,Y,potential,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
linalyl_acetate,PMID:35991888,PMID:35991888,outcome:9b40f82dfbf06f0ee06f330c,provisional_abstract,1,not_clustered,not_extracted,35991888,10.3389/fphar.2022.913174,not_extracted,not_extracted,A combination of linalool and linalyl acetate synergistically alleviates imiquimod-induced psoriasis-like skin inflammation in BALB/c mice,not_extracted,formulation_limited,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,unsupported_design,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
isostearic_acid,PMID:10027211,PMID:10027211,outcome:8f6e703e15fa5a70fe818355,provisional_abstract,1,not_clustered,not_extracted,10027211,10.1080/10837459908984222,not_extracted,not_extracted,"Studies to select surfactants, preservatives, and viscosity-enhancing excipients to formulate an oil-in-water cream indicated that fatty acids were the preferred solvent for topical imiquimod formulations, and isostearic acid (ISA) was selected.",not_extracted,contextual_mention,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,unsupported_design,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
pvp,PMID:25681239,PMID:25681239,outcome:a9d82ea1b9d761d5519c27bc,provisional_abstract,1,not_clustered,not_extracted,25681239,10.1007/s00423-015-1279-x,not_extracted,not_extracted,"These results suggest that IOWI before skin closure represents a pragmatic and economical approach to reduce postoperative SSI after abdominal surgery and that antibiotic solutions seem to be more effective than PVP-I solutions or simple saline, and it might be worth to re-evaluate their use for specific indications.",not_extracted,contextual_mention,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,systematic_review,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,Y,suggest,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,wrong_ingredient,abstract_only,general_skin,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
asiaticoside,PMID:39334942,PMID:39334942,outcome:897fca9f5f22f7550ef1012c,provisional_abstract,1,not_clustered,not_extracted,39334942,10.3390/biom14091176,not_extracted,not_extracted,"Recently, the major bioactive molecules of these medicinal plants (leontopodic acid, verbascoside, asiaticoside, and echinacoside, respectively) have been thoroughly evaluated in vitro for molecular pathways and cellular mechanisms and their preventive/curative effects on human skin cells exposed to factors promoting premature skin ageing and cellular senescence.",not_extracted,formulation_limited,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,eligible,abstract_only,general_skin,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
menthol,PMID:33071240,PMID:33071240,outcome:a9c51643f5771b14ab412bdd,provisional_abstract,1,not_clustered,not_extracted,33071240,10.7570/jomes20038,not_extracted,not_extracted,"However, topical menthol appears to increase core body temperature and metabolic rate.",not_extracted,direct,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,eligible,abstract_only,general_skin,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
menthol,DOI:10.1159/000089139,DOI:10.1159/000089139,outcome:0b2a246d8a7a872808d81eb7,provisional_abstract,1,not_clustered,not_extracted,,10.1159/000089139,not_extracted,not_extracted,"Menthol produces local vasodilation, which reduces skin barrier function, and these data demonstrate that it is inappropriate to extrapolate from in vitro data where formulation components produce biologically-mediated enhancement of permeation which cannot be modelled ex vivo.",not_extracted,direct,mapped_existing,effect_moisture_barrier,effect_moisture_barrier,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,unclear,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,failed_missing_eligible_contrast,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
menthol,PMID:34552033,PMID:34552033,outcome:442a4b08c3ddd895a251b542,provisional_abstract,1,not_clustered,not_extracted,34552033,10.1123/jsr.2021-0144,not_extracted,not_extracted,A menthol-based topical analgesic increased PPT (decreased pain sensitivity) overall (P = .05; 11.6% [2.4%]; d = 1.05) and PPT was higher (P < .0001; 31.5%-44.2%; d = 1.03-1.8) for lower versus upper body locations.,not_extracted,formulation_limited,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,eligible_abstract_contrast,Y,Y,eq,.05,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,wrong_ingredient,abstract_only,general_skin,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
valine,PMID:38375775,PMID:38375775,outcome:2662fa7018785f209f42f5e8,provisional_abstract,1,not_clustered,not_extracted,38375775,10.1093/bjd/ljae061,not_extracted,not_extracted,"Based on bioactivity, toxicity and protein source, we further characterized a combination of two novel peptides, GPKG (glycine-proline-lysine-glycine) and LSVD (leucine-serine-valine-aspartate), that acted in vitro to enhance the transcription of matrix -organization and cell proliferation genes and in vivo (in a short-term patch test) to promote processes associated with epithelial and dermal maintenance and remodelling.",not_extracted,formulation_limited,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
methyl_methacrylate_crosspolymer,DOI:10.1177/1091581811407352,DOI:10.1177/1091581811407352,outcome:b83c02a0b938b907bea4bbf2,provisional_abstract,1,not_clustered,not_extracted,,10.1177/1091581811407352,not_extracted,not_extracted,Polymethyl methacrylate (PMMA) and related cosmetic ingredients methyl methacrylate crosspolymer and methyl methacrylate/glycol dimethacrylate crosspolymer are polymers that function as film formers and viscosity-increasing agents in cosmetics.,not_extracted,review_summary,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,unsupported_design,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,wrong_ingredient,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
talc,PMID:26227892,PMID:26227892,outcome:7e66fddbfa70733fe303903e,provisional_abstract,1,not_clustered,not_extracted,26227892,10.1177/1091581815586797,not_extracted,not_extracted,Talc should not be applied to the skin when the epidermal barrier is missing or significantly disrupted.,not_extracted,direct,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,observational_or_nonrandomized,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,eligible,abstract_only,general_skin,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
cellulose,PMID:37998962,PMID:37998962,outcome:fc032a0bd37a40d2fac67903,provisional_abstract,1,not_clustered,not_extracted,37998962,10.3390/gels9110872,not_extracted,not_extracted,"Finally, to really propose the resveratrol-loaded LCNs for topical use, the systems were gelled by using two different gelling agents, poloxamer P407 and carboxymethyl cellulose, to improve the contact time between skin and formulation.",not_extracted,formulation_limited,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,positive,not_applicable,observational_or_nonrandomized,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,Y,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
sodium_phosphate,PMID:30354530,PMID:30354530,outcome:8b5c39b5195dde94db4b3559,provisional_abstract,1,not_clustered,not_extracted,30354530,10.1080/02713683.2018.1540707,not_extracted,not_extracted,This study evaluated the safety and efficacy of 5 minute topical dexamethasone sodium phosphate-Visulex (DSP-Visulex) treatment regimen (two applications on the first week then weekly after) compared to daily prednisolone acetate 1% (PA) for noninfectious anterior uveitis.,not_extracted,formulation_limited,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,eligible_abstract_contrast,Y,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,eligible,abstract_only,medical_context_limited,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
sodium_phosphate,PMID:11368283,PMID:11368283,outcome:d587b872bbdee3352d5042e4,provisional_abstract,1,not_clustered,not_extracted,11368283,10.2165/00003495-200161050-00003,not_extracted,not_extracted,"The efficacy of topical corticosteroids such as betamethasone sodium phosphate nose drops, beclomethasone dipropionate, fluticasone propionate and budesonide nasal sprays in reducing polyp size and rhinitis symptoms has been demonstrated in several randomised, placebo-controlled trials.",not_extracted,direct,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
polyisobutene,PMID:30124733,PMID:30124733,outcome:b7f46d738e8e029dde32f51b,provisional_abstract,1,not_clustered,not_extracted,30124733,,not_extracted,not_extracted,"To evaluate and compare the efficacy and tolerability of a regimen of cleanser containing natural oils, beeswax, and witch hazel, and day & night creams containing natural oils, glycerin, and botanical anti-inflammatories (NR); and a synthetic dermatologist-recommended regimen of cetyl alcohol, sodium lauryl sulphate-containing cleanser and glycerin, polyisobutene-containing lotion (CR) in clinically diagnosed sensitive skin resulting from eczema/atopic dermatitis, rosacea, or cosmetic intolerance.",not_extracted,formulation_limited,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
asiatic_acid,DOI:10.58837/chula.the.2023.814,DOI:10.58837/chula.the.2023.814,outcome:792665baa2c9d20b21aaba26,provisional_abstract,1,not_clustered,not_extracted,,10.58837/chula.the.2023.814,not_extracted,not_extracted,Evaluation of skin irritation and anti-acne efficacy of asiatic acid loaded solid lipid microparticle in patients with mild-to-moderate acne vulgaris,not_extracted,formulation_limited,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
asiatic_acid,DOI:10.58837/chula.the.2023.814,DOI:10.58837/chula.the.2023.814,outcome:aa81a680f67a572757ad63ec,provisional_abstract,2,not_clustered,not_extracted,,10.58837/chula.the.2023.814,not_extracted,not_extracted,"Consequently, Asiatic acid (AA) encapsulated in solid lipid microparticles (SLM) proved to be safe for use and demonstrated potential not only in reducing inflammatory acne but also in enhancing the skin barrier, hydration, and brightness in participants with mild-to-moderate acne vulgaris in a pilot clinical trial.",not_extracted,formulation_limited,unmapped_outcome,not_applicable,effect_moisture_barrier,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,negative,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,Y,potential,Y,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
